,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,locked_date
906,['c'],"{'account_id': 15966181, 'reputation': 75, 'user_id': 11521763, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21fe913ec903c2cdc7d0aaf7e8e03e05?s=256&d=identicon&r=PG&f=1', 'display_name': 'protik', 'link': 'https://stackoverflow.com/users/11521763/protik'}",True,83,56216113.0,1,0,1558339197,1558335840,,56215798,,https://stackoverflow.com/questions/56215798/c-structure-initialization-and-segmentation-fault,C Structure Initialization and Segmentation Fault,1558339275.0,Duplicate,,
907,"['c', 'data-structures']","{'account_id': 15582259, 'reputation': 39, 'user_id': 11241708, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/H9blC.jpg?s=256&g=1', 'display_name': 'Lakshay Sethi', 'link': 'https://stackoverflow.com/users/11241708/lakshay-sethi'}",True,37,,1,0,1558337404,1558337215,,56216131,CC BY-SA 4.0,https://stackoverflow.com/questions/56216131/displaystack-function-printing-random-letters,displayStack function printing random letters,,,,
908,"['c++', 'c', 'windows', 'kernel']","{'account_id': 15844962, 'reputation': 19, 'user_id': 11432497, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aW1E1mTdtSE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reFSsVxgXDHtXaxVaWlcuqFsdorvA/mo/photo.jpg?sz=256', 'display_name': 'sathish kumar', 'link': 'https://stackoverflow.com/users/11432497/sathish-kumar'}",False,215,,0,0,1558334398,1558099851,1558333339.0,56187488,CC BY-SA 4.0,https://stackoverflow.com/questions/56187488/writefile-taking-more-time-to-complete,WriteFile taking more time to complete,,,,
909,"['c', 'bubble-sort', 'c-strings']","{'account_id': 15962641, 'reputation': 15, 'user_id': 11519228, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rI4Nz.jpg?s=256&g=1', 'display_name': 'WillyWonkaIV', 'link': 'https://stackoverflow.com/users/11519228/willywonkaiv'}",True,48,56196576.0,2,-1,1558332671,1558160597,1558160938.0,56196510,CC BY-SA 4.0,https://stackoverflow.com/questions/56196510/bubble-sort-algorithm-in-an-array-of-strings-runs-with-no-erros-but-does-nothin,"Bubble sort algorithm in an array of strings runs with no erros, but does nothing",,,,
910,"['c', 'pointers']","{'account_id': 15148626, 'reputation': 17, 'user_id': 10931514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c0dd7dfda6f3242b8d60d380b34c447?s=256&d=identicon&r=PG&f=1', 'display_name': 'bmnsn', 'link': 'https://stackoverflow.com/users/10931514/bmnsn'}",True,68,,2,0,1558331582,1558327087,1558328426.0,56214392,CC BY-SA 4.0,https://stackoverflow.com/questions/56214392/dereferencing-an-array-of-pointers,Dereferencing an Array of Pointers,,,,
911,"['c', 'arrays', 'static']","{'account_id': 9512344, 'reputation': 716, 'user_id': 7069907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff8e949782c196c43a6bc06daa626c7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Antonio1996', 'link': 'https://stackoverflow.com/users/7069907/antonio1996'}",True,118,56207145.0,1,0,1558328429,1558263630,1558265489.0,56207123,CC BY-SA 4.0,https://stackoverflow.com/questions/56207123/how-to-create-static-array-of-matrix,How to create static array of matrix,,,,
912,"['c', 'json']","{'account_id': 15915747, 'reputation': 19, 'user_id': 11496537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0491ac2a04bd07e564e6073694053923?s=256&d=identicon&r=PG&f=1', 'display_name': 'VKS', 'link': 'https://stackoverflow.com/users/11496537/vks'}",True,122,56214480.0,2,0,1558327933,1558013020,1558020271.0,56169683,CC BY-SA 4.0,https://stackoverflow.com/questions/56169683/how-to-read-json-packets-for-particular-keyword-in-c,How to read json packets for particular keyword in C?,,,,
913,"['c', 'gcc', 'assembly', 'shellcode', 'objdump']","{'account_id': 13920874, 'reputation': 41, 'user_id': 10051297, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-GZHA-N5c2TM/AAAAAAAAAAI/AAAAAAAAADc/kyznl_CynX8/photo.jpg?sz=256', 'display_name': 'Agent Magma', 'link': 'https://stackoverflow.com/users/10051297/agent-magma'}",True,1142,,1,2,1558327901,1558318414,1558327901.0,56213601,CC BY-SA 4.0,https://stackoverflow.com/questions/56213601/need-help-compiling-c-file-into-shellcode,Need help compiling .c file into shellcode,,,,
914,"['c', 'file']","{'account_id': 15970799, 'reputation': 35, 'user_id': 11524998, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d392ecd1cb1a2ab44fc464d07887c97?s=256&d=identicon&r=PG&f=1', 'display_name': 'manintheBottle', 'link': 'https://stackoverflow.com/users/11524998/maninthebottle'}",True,185,56212454.0,1,0,1558327186,1558304174,1558327186.0,56212434,CC BY-SA 4.0,https://stackoverflow.com/questions/56212434/how-to-know-a-files-type,How to know a file&#39;s type?,,,,
915,"['c', 'assembly', 'masm', 'gnu-assembler', 'x87']","{'account_id': 15970195, 'reputation': 81, 'user_id': 11524575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7bea32db4f56544ae7fd5223eeb941a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maraakate', 'link': 'https://stackoverflow.com/users/11524575/maraakate'}",True,89,,1,3,1558326909,1558292079,,56211009,CC BY-SA 4.0,https://stackoverflow.com/questions/56211009/porting-masm5-code-in-quake-2-to-gas-unexpected-rendering-results,Porting MASM5 code in Quake 2 to GAS -- Unexpected rendering results,,,,
916,"['c++', 'c', 'linux']","{'account_id': 83632, 'reputation': 2368, 'user_id': 883572, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/2df953841a456c642ce0d2a66b8cb919?s=256&d=identicon&r=PG', 'display_name': 'Danny', 'link': 'https://stackoverflow.com/users/883572/danny'}",False,1542,,0,2,1558325048,1558325048,,56214171,CC BY-SA 4.0,https://stackoverflow.com/questions/56214171/c-c-api-for-dmidecode,C/C++ API for dmidecode,,,,
917,"['c', 'allegro5']","{'account_id': 13587923, 'reputation': 3, 'user_id': 9802115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7af12df50a015560a430761b1706d0aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Reedy', 'link': 'https://stackoverflow.com/users/9802115/reedy'}",True,673,56214068.0,1,0,1558323885,1558174874,1558176425.0,56198055,CC BY-SA 4.0,https://stackoverflow.com/questions/56198055/how-to-count-time-in-seconds-in-allegro-5,How to count time in seconds in Allegro 5,,,,
918,"['c', 'allegro5']","{'account_id': 2542377, 'reputation': 300, 'user_id': 2207905, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/3sfKK.jpg?s=256&g=1', 'display_name': 'fassn', 'link': 'https://stackoverflow.com/users/2207905/fassn'}",True,285,56214036.0,1,0,1558323522,1558282271,1558314787.0,56209652,CC BY-SA 4.0,https://stackoverflow.com/questions/56209652/use-polygons-as-clickable-zones-instead-of-rectangles,"Use polygons as clickable zones, instead of rectangles",,,,
919,"['c', 'parameters', 'compiler-warnings', 'type-mismatch']","{'account_id': 1310090, 'reputation': 735, 'user_id': 4198386, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6C1Ef.png?s=256&g=1', 'display_name': 'Youjun Hu', 'link': 'https://stackoverflow.com/users/4198386/youjun-hu'}",True,85,56213204.0,2,0,1558313659,1558310909,,56212992,CC BY-SA 4.0,https://stackoverflow.com/questions/56212992/is-there-a-gcc-compiler-option-that-help-capture-formal-and-actual-parameter-typ,Is there a gcc compiler option that help capture formal and actual parameter type mismatch?,,,,
920,"['c', 'linked-list', 'free']","{'account_id': 12867190, 'reputation': 727, 'user_id': 9307045, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XwWJc.jpg?s=256&g=1', 'display_name': 'Anthony Sette', 'link': 'https://stackoverflow.com/users/9307045/anthony-sette'}",True,68,56212913.0,1,0,1558310355,1558308530,1592644375.0,56212841,CC BY-SA 4.0,https://stackoverflow.com/questions/56212841/how-can-i-free-information-in-a-linked-list,How can I free information in a linked list?,,,,
921,"['c', 'linux', 'time', 'system-calls']","{'account_id': 8070784, 'reputation': 101, 'user_id': 6083637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de43d211d8838a525db2d800fb06c3f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'haitham', 'link': 'https://stackoverflow.com/users/6083637/haitham'}",True,530,,1,2,1558307956,1558298658,1558303059.0,56211843,CC BY-SA 4.0,https://stackoverflow.com/questions/56211843/what-the-differences-between-clk-id-of-clock-gettime-system-call,What the differences between clk_id of clock_gettime system-call,,,,
922,"['python', 'c', 'gcc', 'cython']","{'account_id': 5524226, 'reputation': 2289, 'user_id': 4386239, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://lh5.googleusercontent.com/-5YBlGTMysp8/AAAAAAAAAAI/AAAAAAAAAHE/I0tBoel4xHE/photo.jpg?sz=256', 'display_name': 'Paul Gowder', 'link': 'https://stackoverflow.com/users/4386239/paul-gowder'}",False,105,,0,1,1558307707,1558307707,,56212765,CC BY-SA 4.0,https://stackoverflow.com/questions/56212765/gcc-cant-see-my-cython-hello-world-function,gcc can&#39;t see my cython hello world function,,,,
923,"['c', 'parameters', 'compiler-warnings', 'type-mismatch']","{'account_id': 1310090, 'reputation': 735, 'user_id': 4198386, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6C1Ef.png?s=256&g=1', 'display_name': 'Youjun Hu', 'link': 'https://stackoverflow.com/users/4198386/youjun-hu'}",True,101,,1,0,1558307058,1558305321,1558307058.0,56212555,,https://stackoverflow.com/questions/56212555/is-there-a-gcc-compiler-option-to-capture-formal-and-actual-parameter-type-misma,Is there a gcc compiler option to capture formal and actual parameter type mismatch?,1558306071.0,Duplicate,,
924,"['c', 'relational-operators']","{'account_id': 15970920, 'reputation': 19, 'user_id': 11525094, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Bg5Yf-5-v-4/AAAAAAAAAAI/AAAAAAAAAW8/RnzXHNnGQ3s/photo.jpg?sz=256', 'display_name': 'Mayukh Banerjee', 'link': 'https://stackoverflow.com/users/11525094/mayukh-banerjee'}",True,110,,2,1,1558305901,1558297225,1558298438.0,56211684,,https://stackoverflow.com/questions/56211684/how-does-the-relational-operator-work-in-c,How does the relational operator == work in C?,1558309355.0,Not suitable for this site,,
925,"['c', 'semaphore']","{'account_id': 12220205, 'reputation': 15, 'user_id': 8935965, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/572e85066d3c1558b7e10f65872553e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1233156', 'link': 'https://stackoverflow.com/users/8935965/user1233156'}",False,156,,0,0,1558303605,1558303605,,56212377,CC BY-SA 4.0,https://stackoverflow.com/questions/56212377/how-to-change-the-wait-method-of-a-semaphore-to-include-a-boolean,How to change the wait() - Method of a Semaphore to include a boolean,,,,
926,"['c', 'linux', 'sockets', 'network-programming']","{'account_id': 14241327, 'reputation': 545, 'user_id': 10287558, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6A9hc.jpg?s=256&g=1', 'display_name': 'Hantong Liu', 'link': 'https://stackoverflow.com/users/10287558/hantong-liu'}",True,466,56208869.0,1,1,1558301209,1558273788,1558300800.0,56208447,,https://stackoverflow.com/questions/56208447/server-program-stuck-on-read-function-but-write-function-works-well-in-the-c,Server program stuck on read() function but write() function works well in the client program,1558301133.0,Duplicate,,
927,"['c', 'segmentation-fault', 'newline', 'valgrind', 'portability']","{'account_id': 13195453, 'reputation': 1613, 'user_id': 9530467, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sw7Zr.jpg?s=256&g=1', 'display_name': 'Talendar', 'link': 'https://stackoverflow.com/users/9530467/talendar'}",True,173,56211996.0,1,1,1558299902,1558279447,1558299902.0,56209223,CC BY-SA 4.0,https://stackoverflow.com/questions/56209223/segmentation-fault-when-running-c-program-in-different-environments,Segmentation fault when running C program in different environments,,,,
928,"['c', 'random', 'srand']","{'account_id': 15580453, 'reputation': 33, 'user_id': 11240403, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-30cZ8VM0Jas/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rerRmu5Mb1zxYGyMvLoBfxG3WhqUQ/mo/photo.jpg?sz=256', 'display_name': 'Sefa Simsek', 'link': 'https://stackoverflow.com/users/11240403/sefa-simsek'}",True,90,56211978.0,1,-2,1558299701,1558299414,1558299701.0,56211942,,https://stackoverflow.com/questions/56211942/rand-doesnt-give-me-random-numbers,rand() doesn&#39;t give me random numbers,1558303567.0,Not suitable for this site,,
929,"['c', 'data-structures']","{'account_id': 7621624, 'reputation': 315, 'user_id': 8406780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b51a1f498fb7ca2426e37088e3b7d1fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'hago', 'link': 'https://stackoverflow.com/users/8406780/hago'}",True,73,56211234.0,1,0,1558299449,1558292285,1558299449.0,56211040,CC BY-SA 4.0,https://stackoverflow.com/questions/56211040/what-is-the-algorithm-to-find-the-maximum-sum-of-an-array-sub-sequence,What is the algorithm to find the maximum sum of an array sub-sequence?,,,,
930,['c'],"{'account_id': 15969264, 'reputation': 13, 'user_id': 11523902, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2280247668896695/picture?type=large', 'display_name': 'Danil Begim', 'link': 'https://stackoverflow.com/users/11523902/danil-begim'}",True,51,56211811.0,1,-5,1558298674,1558275299,1558284844.0,56208640,CC BY-SA 4.0,https://stackoverflow.com/questions/56208640/how-to-separate-word-is-txt-files,How to separate word is .txt. files,,,,
931,"['c', 'avr', 'complex-numbers', 'adc']","{'account_id': 15961013, 'reputation': 3, 'user_id': 11518107, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2184323711675566/picture?type=large', 'display_name': 'Comaroni Andrei', 'link': 'https://stackoverflow.com/users/11518107/comaroni-andrei'}",False,417,,0,0,1558296843,1558296043,1558296843.0,56211546,CC BY-SA 4.0,https://stackoverflow.com/questions/56211546/how-to-work-with-complex-numbers-in-c-without-the-complex-h-library-in-a-non-c99,How to work with complex numbers in C without the complex.h library in a non-C99 compliant program?,,,,
932,"['c', 'sdl-2']","{'account_id': 14573068, 'reputation': 11, 'user_id': 10525798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a18f248f360a577bdb31e9cf59220d9b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxy Mertan', 'link': 'https://stackoverflow.com/users/10525798/maxy-mertan'}",False,408,,1,1,1558294359,1558270163,,56207979,CC BY-SA 4.0,https://stackoverflow.com/questions/56207979/sdl2-load-embedded-binary,SDL2 Load embedded binary,,,,
933,"['c', 'unix', 'serial-port', 'termios', 'baud-rate']","{'account_id': 3050920, 'reputation': 2044, 'user_id': 5141989, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://i.stack.imgur.com/3dPUW.jpg?s=256&g=1', 'display_name': 'Mike -- No longer here', 'link': 'https://stackoverflow.com/users/5141989/mike-no-longer-here'}",True,828,56209560.0,1,0,1558293954,1558226006,,56203882,CC BY-SA 4.0,https://stackoverflow.com/questions/56203882/i-o-error-when-trying-to-change-serial-baud-in-c-program-after-changing-with-uni,I/O error when trying to change serial baud in C program after changing with unix STTY,,,,
934,"['c', 'turbo-c']","{'account_id': 15455129, 'reputation': 1, 'user_id': 11149446, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ulZDx9DAe-w/AAAAAAAAAAI/AAAAAAAAATM/pnQNXXleGqU/photo.jpg?sz=256', 'display_name': 'Saurabh Agrawal', 'link': 'https://stackoverflow.com/users/11149446/saurabh-agrawal'}",True,85,,1,-4,1558291769,1558291207,,56210895,CC BY-SA 4.0,https://stackoverflow.com/questions/56210895/why-value-of-parameter-inside-void-main-function-in-c-is-initialised-with-1,why value of parameter inside void main function in C is initialised with 1?,,,,
935,"['c', 'arrays', 'string', 'gets']","{'account_id': 15398866, 'reputation': 41, 'user_id': 11109041, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d77e0d6202cde80ce4407d01329b045c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chucky', 'link': 'https://stackoverflow.com/users/11109041/chucky'}",True,376,55979944.0,1,0,1558289997,1556949148,1558289997.0,55979888,CC BY-SA 4.0,https://stackoverflow.com/questions/55979888/why-does-using-gets-twice-in-a-program-to-take-inputs-for-two-different-arrays,Why does using gets() twice in a program to take inputs for two different arrays returns only the second input even for the first array?,,,,
936,"['c', 'garbage-collection', 'openmp', 'boehm-gc']","{'account_id': 15913895, 'reputation': 1, 'user_id': 11483100, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b265ccdf44450d087de310d986b86621?s=256&d=identicon&r=PG&f=1', 'display_name': 'maddy99', 'link': 'https://stackoverflow.com/users/11483100/maddy99'}",False,196,,1,0,1558287739,1557519919,1557530052.0,56084397,CC BY-SA 4.0,https://stackoverflow.com/questions/56084397/why-things-that-are-used-inside-openmp-parallel-blocks-not-collected-by-boehm-gc,Why things that are used inside openmp parallel blocks not collected by Boehm GC afterwards?,,,,
937,"['c', 'linux', 'multithreading', 'gtk', 'gtk3']","{'account_id': 12826250, 'reputation': 361, 'user_id': 9279164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c77489561985bcde6095f03a8876243?s=256&d=identicon&r=PG&f=1', 'display_name': 'es483', 'link': 'https://stackoverflow.com/users/9279164/es483'}",True,1094,56210384.0,2,2,1558287442,1557832029,,56129004,CC BY-SA 4.0,https://stackoverflow.com/questions/56129004/how-can-i-update-a-section-of-a-gtk-gui-in-a-separate-thread-which-continuousl,"How can I update a section of a GTK+ GUI in a separate thread, which continuously reads data from another process?",,,,
