,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
1181,"['c++', 'tree', 'segmentation-fault']","{'account_id': 1551547, 'reputation': 1, 'user_id': 1443814, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab20e385db2e70da89a0773dae5a0e4e?s=256&d=identicon&r=PG', 'display_name': 'user1443814', 'link': 'https://stackoverflow.com/users/1443814/user1443814'}",True,313,,1,0,1358191204,1339137838,10944179,CC BY-SA 3.0,https://stackoverflow.com/questions/10944179/segmentation-fault-when-checking-for-null-node,Segmentation Fault when checking for NULL Node,1358191204.0,,,,,,
1182,"['c++', 'c++11', 'auto', 'decltype']","{'account_id': 1010772, 'reputation': 43263, 'user_id': 1023390, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/2g9CZ.jpg?s=256&g=1', 'display_name': 'Walter', 'link': 'https://stackoverflow.com/users/1023390/walter'}",True,1096,11052945.0,5,14,1358084318,1339771102,11052842,CC BY-SA 4.0,https://stackoverflow.com/questions/11052842/error-with-using-decltype-in-c11-creating-opaque-error-message-in-gcc-4-7-0,Error with using decltype() in C++11 (creating opaque error message in gcc 4.7.0),1592644375.0,,,,,,
1183,"['c++', 'string', 'algorithm', 'set']","{'account_id': 1563243, 'reputation': 203, 'user_id': 1452618, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/7423a0f3d7f824ce039e9373dd222838?s=256&d=identicon&r=PG', 'display_name': 'sachin', 'link': 'https://stackoverflow.com/users/1452618/sachin'}",True,2462,,3,3,1358045341,1340979521,11263479,CC BY-SA 3.0,https://stackoverflow.com/questions/11263479/interviewstreet-find-strings,InterviewStreet Find Strings,1340979852.0,,,,,,
1184,"['c++', 'linux', 'arduino']","{'account_id': 1447885, 'reputation': 6481, 'user_id': 1446154, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e203591509f88fc8c8aeadc01dc1a5d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Laser', 'link': 'https://stackoverflow.com/users/1446154/laser'}",True,2977,11238737.0,4,1,1357878493,1340696085,11202668,CC BY-SA 3.0,https://stackoverflow.com/questions/11202668/alternative-ide-for-arduino,Alternative IDE for Arduino,,,,,,,
1185,"['c++', 'cocos2d-iphone', 'cocos2d-x', 'particles']","{'account_id': 14983, 'reputation': 3180, 'user_id': 31207, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e94b48505560e7ff8f2dbdceed20123e?s=256&d=identicon&r=PG', 'display_name': 'michael', 'link': 'https://stackoverflow.com/users/31207/michael'}",True,651,14247149.0,1,2,1357768267,1339856799,11064242,CC BY-SA 3.0,https://stackoverflow.com/questions/11064242/particles-in-cocos2d-x-flicker-when-setposition-is-changed,Particles in cocos2d-x flicker when setPosition is changed,,,,,,,
1186,"['c++', 'windows-ce', 'exe']","{'account_id': 1506016, 'reputation': 55, 'user_id': 1409360, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/a6bb0c41660d90e3185820d10a576d84?s=256&d=identicon&r=PG', 'display_name': 'user1409360', 'link': 'https://stackoverflow.com/users/1409360/user1409360'}",True,352,10943417.0,1,0,1357683672,1339131599,10943275,CC BY-SA 3.0,https://stackoverflow.com/questions/10943275/how-to-register-com-component-in-wince-5-0,how to register Com component in WinCE 5.0?,1357683672.0,,,,,,
1187,"['c++', 'string', 'oop', 'function']","{'account_id': 1443792, 'reputation': 105, 'user_id': 1363061, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/92cae98629de7ec32afa55eae05f87a0?s=256&d=identicon&r=PG', 'display_name': 'user1363061', 'link': 'https://stackoverflow.com/users/1363061/user1363061'}",True,2204,11042496.0,4,2,1357474237,1339713232,11042264,CC BY-SA 3.0,https://stackoverflow.com/questions/11042264/function-to-find-a-string-within-a-larger-string,Function to find a string within a larger string,1357474237.0,,,,,,
1188,"['c++', 'string', 'oop', 'error-handling', 'substring']","{'account_id': 1443792, 'reputation': 105, 'user_id': 1363061, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/92cae98629de7ec32afa55eae05f87a0?s=256&d=identicon&r=PG', 'display_name': 'user1363061', 'link': 'https://stackoverflow.com/users/1363061/user1363061'}",True,1767,,3,-1,1357474177,1339887570,11067699,CC BY-SA 3.0,https://stackoverflow.com/questions/11067699/returning-a-substring-using-c-within-a-class,Returning a substring using c++ within a class,1357474177.0,,,,,,
1189,"['c++', 'c', 'memory', 'gcc', 'memory-corruption']","{'account_id': 43354, 'reputation': 4841, 'user_id': 126666, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/782f3cc0277ee4948c00387184d3e703?s=256&d=identicon&r=PG', 'display_name': 'leon ', 'link': 'https://stackoverflow.com/users/126666/leon'}",True,526,11037721.0,1,0,1357465371,1339692224,11037665,CC BY-SA 3.0,https://stackoverflow.com/questions/11037665/class-private-variable-corruption,class private variable corruption,,,,,,,
1190,"['c++', 'chat', 'ranking', 'bots', 'aiml']","{'account_id': 1613438, 'reputation': 173, 'user_id': 1491774, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/V6fYt.jpg?s=256&g=1', 'display_name': 'dark_st3alth', 'link': 'https://stackoverflow.com/users/1491774/dark-st3alth'}",False,1792,,1,5,1357465344,1340996437,11267502,CC BY-SA 3.0,https://stackoverflow.com/questions/11267502/c-chat-bot-rank-based-answering,C++ chat bot rank based answering?,1495540580.0,,,,,,
1191,"['c++', 'xcode4', 'c++11', 'clang']","{'account_id': 412717, 'reputation': 2286, 'user_id': 785937, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/70e63ebc80df54d7e32ca4535922986e?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/785937/john'}",True,831,,1,5,1357332390,1338852013,10889697,CC BY-SA 3.0,https://stackoverflow.com/questions/10889697/clang-3-1-and-user-defined-literals,Clang 3.1 and user defined literals,1340660464.0,,,,,,
1192,['c++'],"{'account_id': 225869, 'reputation': 52827, 'user_id': 486578, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/51f25affd1ea28bd28e61422868f02d5?s=256&d=identicon&r=PG', 'display_name': 'Damir', 'link': 'https://stackoverflow.com/users/486578/damir'}",True,11159,11145500.0,3,2,1357146479,1340306386,11145253,,https://stackoverflow.com/questions/11145253/open-source-fuzzy-logic-library,Open source fuzzy logic library,,,1357159319.0,not constructive,,,
1193,"['c++', 'syntax-error']","{'account_id': 1559860, 'reputation': 417, 'user_id': 1483935, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c6724a518fa5d94bf9a1363ab5ca2840?s=256&d=identicon&r=PG', 'display_name': 'Shivam Sarodia', 'link': 'https://stackoverflow.com/users/1483935/shivam-sarodia'}",True,3752,11216627.0,2,2,1356957996,1340747996,11216569,CC BY-SA 3.0,https://stackoverflow.com/questions/11216569/missing-semicolon-in-class-declaration,Missing semicolon in class declaration,,,,,,,
1194,"['c++', 'image', 'allegro', 'allegro5']","{'account_id': 1511900, 'reputation': 8859, 'user_id': 1413793, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/8c593877e04020316731318e597c80e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1413793', 'link': 'https://stackoverflow.com/users/1413793/user1413793'}",True,4300,10949591.0,2,2,1356838327,1339133930,10943577,CC BY-SA 3.0,https://stackoverflow.com/questions/10943577/loading-png-image-file-with-allegro-5,Loading .png Image file with Allegro 5,,,,,,,
1195,"['c++', 'arrays']","{'account_id': 190152, 'reputation': 10279, 'user_id': 429929, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/4e5b578e73a1a2aa3372d65fce51028b?s=256&d=identicon&r=PG', 'display_name': 'bitgarden', 'link': 'https://stackoverflow.com/users/429929/bitgarden'}",True,591,10972896.0,3,0,1356446992,1339367424,10972861,CC BY-SA 3.0,https://stackoverflow.com/questions/10972861/initializing-a-char-array-through-passed-pointer-segfaults,Initializing a char array through passed pointer segfaults,,,,,,,
1196,"['c++', 'algorithm', 'aho-corasick']","{'account_id': 49316, 'reputation': 51401, 'user_id': 146780, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/48ea519fede5177604945a5c430e6e19?s=256&d=identicon&r=PG', 'display_name': 'jmasterx', 'link': 'https://stackoverflow.com/users/146780/jmasterx'}",True,318,10892710.0,1,1,1356388275,1338877659,10892646,,https://stackoverflow.com/questions/10892646/crash-using-aho-corasick-algorothm,Crash using aho-corasick algorothm?,1356388275.0,,1354268559.0,too localized,,,
1197,"['c++', 'operators']","{'account_id': 1103959, 'reputation': 725, 'user_id': 1095766, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/9039907d4175a4779b2b790037ceb28c?s=256&d=identicon&r=PG', 'display_name': 'cool mr croc', 'link': 'https://stackoverflow.com/users/1095766/cool-mr-croc'}",True,365,10872073.0,4,2,1356054084,1338741412,10872053,CC BY-SA 3.0,https://stackoverflow.com/questions/10872053/something-wrong-with-my-float-operation,something wrong with my float operation,,,,,,,
1198,"['c++', 'visual-c++', 'wxwidgets']","{'account_id': 965379, 'reputation': 507, 'user_id': 988891, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/49786e01e0b4e2230192c76168f0d112?s=256&d=identicon&r=PG', 'display_name': 'vgeta', 'link': 'https://stackoverflow.com/users/988891/vgeta'}",False,974,,3,0,1355607825,1339715116,11042553,CC BY-SA 3.0,https://stackoverflow.com/questions/11042553/wxgrid-shows-the-old-value-instead-of-new-value-after-user-edits-a-cell,wxGrid shows the old value instead of new value after user edits a cell,1339715338.0,,,,,,
1199,"['c++', 'debugging', 'directx-11', 'dxgi', 'pix']","{'account_id': 160877, 'reputation': 595, 'user_id': 381246, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/c27a4c5c9c37255ed280d12717da57bc?s=256&d=identicon&r=PG', 'display_name': 'Tim Coolman', 'link': 'https://stackoverflow.com/users/381246/tim-coolman'}",False,1224,,1,3,1355281692,1340659059,11197488,CC BY-SA 3.0,https://stackoverflow.com/questions/11197488/pix-directx-11-debug-pixel-error,PIX DirectX 11 Debug Pixel Error,,,,,,,
1200,"['c++', 'string', 'locale', 'boost-locale']","{'account_id': 1315979, 'reputation': 549, 'user_id': 1262835, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f47ea9ac1f778804f9e5acca1d2e50e9?s=256&d=identicon&r=PG', 'display_name': 'DiscoStu', 'link': 'https://stackoverflow.com/users/1262835/discostu'}",True,4769,,1,4,1355168766,1339855458,11064091,CC BY-SA 3.0,https://stackoverflow.com/questions/11064091/boostlocale-to-utf-function-for-string-encoding-likes-to-throw,"boost::locale to_utf function for string encoding, likes to throw",,,,,,,
1201,"['c++', 'c', 'g++']","{'account_id': 817, 'reputation': 17816, 'user_id': 2759376, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/ea961d84ee1a515db154423fdb8c5a71?s=256&d=identicon&r=PG', 'display_name': 'goldenmean', 'link': 'https://stackoverflow.com/users/2759376/goldenmean'}",True,772,10994910.0,2,3,1354745468,1339497253,10994882,CC BY-SA 3.0,https://stackoverflow.com/questions/10994882/cplusplus-macro-to-tell-g-about-c-header-declarations-not-working-strangely,__cplusplus macro to tell g++ about C header declarations not working strangely,,,,,,,
1202,"['c++', 'video']","{'account_id': 76100, 'reputation': 317, 'user_id': 218096, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/cacf3fa4465f16de632601096cc21d50?s=256&d=identicon&r=PG', 'display_name': 'MI3Guy', 'link': 'https://stackoverflow.com/users/218096/mi3guy'}",False,1163,,0,1,1354651149,1340327294,11148995,CC BY-SA 3.0,https://stackoverflow.com/questions/11148995/reading-matroska-mkv-metadata-and-extracting-streams,Reading Matroska (MKV) metadata and extracting streams,,,,,,,
1203,"['c++', 'c', 'embedded', 'linear-algebra']","{'user_type': 'does_not_exist', 'display_name': 'user1145038'}",True,4259,,3,5,1354608725,1339322629,10967817,,https://stackoverflow.com/questions/10967817/looking-for-one-linear-algebra-library-for-embedded-systems-without-malloc-and,Looking for one linear algebra library for embedded systems (without malloc and free),,,1420960845.0,Not suitable for this site,,,
1204,"['c++', 'haskell', 'ogre3d']","{'account_id': 1189578, 'reputation': 172, 'user_id': 1162735, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63b86965912b5cc046118cea78d87e43?s=256&d=identicon&r=PG', 'display_name': 'Student', 'link': 'https://stackoverflow.com/users/1162735/student'}",True,603,11062548.0,3,1,1354477821,1339831341,11061610,CC BY-SA 3.0,https://stackoverflow.com/questions/11061610/how-do-i-link-c-ogre3d-code-to-haskell,How do I link C++/Ogre3D code to Haskell,,,,,,,
1205,"['c++', 'reference']","{'account_id': 1329032, 'reputation': 5261, 'user_id': 1273291, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4dbdc5c87ad0400182ce9c5fe9ce169a?s=256&d=identicon&r=PG', 'display_name': 'Luv', 'link': 'https://stackoverflow.com/users/1273291/luv'}",True,5983,11213515.0,5,-1,1354097690,1340733658,11213270,,https://stackoverflow.com/questions/11213270/returning-reference-of-local-variables-in-c,Returning reference of local variables in C++,1495540132.0,,1354096887.0,exact duplicate,,,
1206,"['c++', 'ffmpeg', 'bulletphysics']","{'account_id': 342022, 'reputation': 823, 'user_id': 672950, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/1b1ae2c3270e3bbe3447af9ac0f85635?s=256&d=identicon&r=PG', 'display_name': 'Sara', 'link': 'https://stackoverflow.com/users/672950/sara'}",False,281,,0,0,1353974743,1340727143,11211547,CC BY-SA 3.0,https://stackoverflow.com/questions/11211547/creating-a-movie-with-bullet-physics,Creating a movie with Bullet Physics,,,,,,,
1207,"['c++', 'visual-c++', 'windows-mobile', 'embedded', 'windows-ce']","{'account_id': 408627, 'reputation': 22499, 'user_id': 779408, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/BmI8h.jpg?s=256&g=1', 'display_name': 'Bobs', 'link': 'https://stackoverflow.com/users/779408/bobs'}",True,1950,10965480.0,2,1,1353934460,1339225802,10959134,CC BY-SA 3.0,https://stackoverflow.com/questions/10959134/why-simple-console-app-runs-but-dialog-based-does-not-run-in-win-ce-6-0,Why simple console app runs but dialog based does not run in WIN CE 6.0?,,,,,,,
1208,"['c++', 'windows', 'linux', 'iscsi']","{'account_id': 285541, 'reputation': 1, 'user_id': 584269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0d14d9da5b2eb36aa40413ee6c1ec2f?s=256&d=identicon&r=PG', 'display_name': 'Nitin Jain', 'link': 'https://stackoverflow.com/users/584269/nitin-jain'}",True,930,,1,0,1353700549,1339997112,11077315,CC BY-SA 3.0,https://stackoverflow.com/questions/11077315/how-to-get-iscsi-initiator-name-in-windows-and-linux-using-c,How to get iSCSI Initiator name in Windows and Linux using C++,1339999944.0,,,,,,
1209,"['c++', 'pointers', 'void-pointers', 'stdmap']","{'account_id': 118768, 'reputation': 103, 'user_id': 310033, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/Vrmzr.jpg?s=256&g=1', 'display_name': 'George Ferreira', 'link': 'https://stackoverflow.com/users/310033/george-ferreira'}",True,3077,11112025.0,2,2,1353700397,1340158678,11111993,CC BY-SA 3.0,https://stackoverflow.com/questions/11111993/cast-void-to-stdmap,Cast void* to std::map,1353700397.0,,,,,,
1210,"['c++', 'class', 'function', 'static']","{'account_id': 175082, 'reputation': 2151, 'user_id': 404825, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ddbf4d26e7ae38928aa2fdc4b3ea3506?s=256&d=identicon&r=PG', 'display_name': 'Wes Miller', 'link': 'https://stackoverflow.com/users/404825/wes-miller'}",True,1202,10952468.0,3,2,1353699971,1339171677,10952385,CC BY-SA 3.0,https://stackoverflow.com/questions/10952385/distinguish-if-a-c-static-method-is-called-by-the-class-or-by-an-object,Distinguish if a C++ static method is called by the class or by an object,1353699971.0,,,,,,
1211,"['c++', 'opencv']","{'account_id': 1070752, 'reputation': 15912, 'user_id': 1070108, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c3cd492a3c675c14d7ed802e5c841c20?s=256&d=identicon&r=PG', 'display_name': 'Constantin', 'link': 'https://stackoverflow.com/users/1070108/constantin'}",True,5129,11014003.0,3,5,1353685957,1339196955,10957022,CC BY-SA 3.0,https://stackoverflow.com/questions/10957022/opencv-access-element-from-mat,OpenCV access element from Mat,1339197276.0,,,,,,
1212,"['c++', 'qt', 'cmake', 'itk']","{'account_id': 1565787, 'reputation': 11, 'user_id': 1454636, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8966aa399da9cd4effc9904c5a4cc94?s=256&d=identicon&r=PG', 'display_name': 'M Ng', 'link': 'https://stackoverflow.com/users/1454636/m-ng'}",False,201,,0,1,1353623729,1339618766,11022708,CC BY-SA 3.0,https://stackoverflow.com/questions/11022708/qt-error-after-switch-to-itk-4,Qt error after switch to ITK 4,1353623729.0,,,,,,
