,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id
403,"['c++', 'c++17', 'constexpr']","{'account_id': 1744871, 'reputation': 6510, 'user_id': 1595323, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2dd4e62d8f84c5dee2d68ba35393f266?s=256&d=identicon&r=PG', 'display_name': 'Konstantin Vladimirov', 'link': 'https://stackoverflow.com/users/1595323/konstantin-vladimirov'}",True,445,1,5,1596533937,1587779769,61420045,CC BY-SA 4.0,https://stackoverflow.com/questions/61420045/throw-in-constexpr-function-do-we-need-wrapping-condition,throw in constexpr function: do we need wrapping condition?,,1587785429.0,,
404,"['c++', 'hlsl', 'vulkan', 'spir-v']","{'account_id': 17314509, 'reputation': 117, 'user_id': 12541316, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qeuokhhnsT8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re8RoJBHe_cyMb7H01Btew2AEvXGg/photo.jpg?sz=256', 'display_name': 'Ives TI', 'link': 'https://stackoverflow.com/users/12541316/ives-ti'}",True,2736,2,3,1596334208,1587645681,61387495,CC BY-SA 4.0,https://stackoverflow.com/questions/61387495/how-to-compile-hlsl-shaders-with-vulkan,How to compile HLSL shaders with Vulkan?,,1587648634.0,,
405,"['c++', 'oop']","{'account_id': 18359817, 'reputation': 13, 'user_id': 13372157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba422576d34d292b87974dc5c4d7f4be?s=256&d=identicon&r=PG&f=1', 'display_name': 'O_Y', 'link': 'https://stackoverflow.com/users/13372157/o-y'}",False,45,1,0,1596310611,1587479524,61346062,CC BY-SA 4.0,https://stackoverflow.com/questions/61346062/c-create-derived-object-from-another-derived-type,c++: create derived object from another derived type,,1596310611.0,,
406,"['c++', 'windows', 'visual-studio', 'windows-defender', 'raylib']","{'account_id': 16612134, 'reputation': 31, 'user_id': 12004800, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/affbc24e23aa9160f7c9db2d97fa2df4?s=256&d=identicon&r=PG&f=1', 'display_name': 'AR0106', 'link': 'https://stackoverflow.com/users/12004800/ar0106'}",False,1470,2,2,1596240193,1586048676,61036801,CC BY-SA 4.0,https://stackoverflow.com/questions/61036801/why-does-this-code-cause-windows-defender-to-go-crazy-and-identify-this-code-as,Why does this code cause Windows Defender to go crazy and identify this code as a trojan called Ludicrouz.j,,1586048797.0,,
407,"['c++', 'logging', 'boost']","{'account_id': 18425107, 'reputation': 31, 'user_id': 13421616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b431cf3e451e6966223c275b54f86e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Danny', 'link': 'https://stackoverflow.com/users/13421616/danny'}",True,938,1,1,1596069114,1588036613,61471091,CC BY-SA 4.0,https://stackoverflow.com/questions/61471091/passing-boost-log-message-as-an-argument-to-function-call,Passing boost log message as an argument to function call,,1588085681.0,,
408,"['c++', 'qt']","{'account_id': 18291037, 'reputation': 99, 'user_id': 13317816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed1fbd39168ec2781d42513e15e20d07?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sunday', 'link': 'https://stackoverflow.com/users/13317816/sunday'}",True,149,1,1,1596045799,1586931543,61222473,CC BY-SA 4.0,https://stackoverflow.com/questions/61222473/what-is-problem-in-my-restapi-client-qt-code-or-setting,What is problem in my restapi client qt code or setting,,1596045799.0,,61222976.0
409,"['c++', 'qt', 'qt-creator']","{'account_id': 1260683, 'reputation': 2421, 'user_id': 1219052, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/2LXbb.png?s=256&g=1', 'display_name': 'Jimson James', 'link': 'https://stackoverflow.com/users/1219052/jimson-james'}",True,224,1,1,1596026498,1585898943,61006985,CC BY-SA 4.0,https://stackoverflow.com/questions/61006985/qt-creator-failed-to-find-parse-header-files,Qt Creator Failed to find/parse header files,,1585936495.0,,
410,['c++'],"{'account_id': 18284268, 'reputation': 480, 'user_id': 13312532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d2a808e8380f1a3e39d8903448b7f52?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arnold-Baba', 'link': 'https://stackoverflow.com/users/13312532/arnold-baba'}",True,65,1,3,1596018373,1588167559,61503154,CC BY-SA 4.0,https://stackoverflow.com/questions/61503154/how-is-this-btc-code-validating-the-user-input,How is this BTC Code validating the user input?,,1596018373.0,,61504192.0
411,"['c++', 'oop', 'parameters']","{'account_id': 17657235, 'reputation': 1630, 'user_id': 12816539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LGJD0-r-tz8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reGKI-Oxhlq0oSaL2w3ZQJQs2PI5w/photo.jpg?sz=256', 'display_name': 'passing_through', 'link': 'https://stackoverflow.com/users/12816539/passing-through'}",True,28,1,0,1595976692,1586277588,61084993,CC BY-SA 4.0,https://stackoverflow.com/questions/61084993/providing-possible-parameters-of-different-types-in-a-statically-typed-language,Providing possible parameters of different types in a statically typed language,,1595976692.0,,61085339.0
412,"['c++', 'sorting', 'vector']","{'account_id': 2064619, 'reputation': 15, 'user_id': 1840407, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d21cafb271fa5d3fe84e6dc27d20672?s=256&d=identicon&r=PG', 'display_name': 'Nelson Z.', 'link': 'https://stackoverflow.com/users/1840407/nelson-z'}",False,107,3,0,1595933148,1586540396,61145668,CC BY-SA 4.0,https://stackoverflow.com/questions/61145668/error-when-storing-pointers-in-c-vectors,Error when storing pointers in c++ vectors,,1586542566.0,,
413,"['c++', 'loops', 'for-loop', 'unordered-map', 'value-type']","{'account_id': 16984683, 'reputation': 113, 'user_id': 12285744, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XQnOl.jpg?s=256&g=1', 'display_name': 'ltabis', 'link': 'https://stackoverflow.com/users/12285744/ltabis'}",True,765,2,4,1595872551,1588192064,61511065,CC BY-SA 4.0,https://stackoverflow.com/questions/61511065/access-only-one-element-of-a-pair-in-an-unordered-map-in-c,Access only one element of a pair in an unordered_map in c++,,1595872551.0,,61511200.0
414,"['c++', 'uncrustify']","{'account_id': 15030976, 'reputation': 61, 'user_id': 10849123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d5315318d9915e7f80e6ee7ba162ecf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jouke', 'link': 'https://stackoverflow.com/users/10849123/jouke'}",False,64,1,0,1595806765,1586772124,61185452,CC BY-SA 4.0,https://stackoverflow.com/questions/61185452/uncrustify-align-all-left-shifts-in-all-lines,Uncrustify: Align all left shifts in all lines,,1587033621.0,,
415,"['c++', 'templates', 'standards', 'c++20']","{'account_id': 239034, 'reputation': 38704, 'user_id': 508343, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/c7fe4b419ef78796ae89e40665c4394b?s=256&d=identicon&r=PG', 'display_name': 'xmllmx', 'link': 'https://stackoverflow.com/users/508343/xmllmx'}",True,94,2,1,1595773419,1586630425,61161905,CC BY-SA 4.0,https://stackoverflow.com/questions/61161905/why-do-stdforward-listremove-and-stderasestdforward-list-have-differen,Why do std::forward_list::remove and std::erase&lt;std::forward_list&gt; have different types for value?,,1595773419.0,,61162756.0
416,"['c++', 'c++14', 'standards', 'rvalue-reference']","{'account_id': 239034, 'reputation': 38704, 'user_id': 508343, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/c7fe4b419ef78796ae89e40665c4394b?s=256&d=identicon&r=PG', 'display_name': 'xmllmx', 'link': 'https://stackoverflow.com/users/508343/xmllmx'}",True,126,1,2,1595773409,1586252525,61077079,CC BY-SA 4.0,https://stackoverflow.com/questions/61077079/why-does-c-make-the-element-type-of-stdinitializer-list-const,Why does C++ make the element type of std::initializer_list const?,,1595773409.0,,61079011.0
417,"['c++', 'amazon-web-services', 'aws-lambda']","{'account_id': 9863668, 'reputation': 33, 'user_id': 7305800, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aac4ec14dded9e01fbd4766bb133796a?s=256&d=identicon&r=PG&f=1', 'display_name': 'dusan.stanivukovic', 'link': 'https://stackoverflow.com/users/7305800/dusan-stanivukovic'}",False,144,0,0,1595763845,1587391275,61324341,CC BY-SA 4.0,https://stackoverflow.com/questions/61324341/calling-multiple-lambdas-and-return-aggregated-result,Calling multiple lambdas and return aggregated result,,1595763845.0,,
418,['c++'],"{'account_id': 15692974, 'reputation': 9, 'user_id': 11323401, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bWGSX.jpg?s=256&g=1', 'display_name': 'user11323401', 'link': 'https://stackoverflow.com/users/11323401/user11323401'}",False,65,1,0,1595761089,1587910178,61442164,CC BY-SA 4.0,https://stackoverflow.com/questions/61442164/c-how-to-distinct-1-0e1000-numbers-aliquot,C++) how to distinct 1.0E+1000 number&#39;s aliquot?,,1595761089.0,,
419,"['c++', 'lambda', 'reference', 'lvalue']","{'account_id': 13704580, 'reputation': 359, 'user_id': 9888632, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ndJxc.png?s=256&g=1', 'display_name': 'V&#233;limir', 'link': 'https://stackoverflow.com/users/9888632/v%c3%a9limir'}",True,313,2,1,1595633361,1586784351,61188897,CC BY-SA 4.0,https://stackoverflow.com/questions/61188897/lambda-function-returning-lvalue-from-higher-scope,Lambda function returning lvalue from higher scope,,1595633361.0,,61189034.0
420,"['c++', 'build', 'linker', 'llvm']","{'account_id': 5944619, 'reputation': 31, 'user_id': 8832653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5a7532228a84029ea82c472753e2bbe?s=256&d=identicon&r=PG', 'display_name': 'miro', 'link': 'https://stackoverflow.com/users/8832653/miro'}",False,133,1,3,1595451701,1586919645,61220639,CC BY-SA 4.0,https://stackoverflow.com/questions/61220639/llvm-symbol-lookup-difficulties,LLVM symbol lookup difficulties,,1586938047.0,,
421,"['c++', 'orientation', 'point-cloud-library', 'bounding-box', 'rotational-matrices']","{'account_id': 14286033, 'reputation': 165, 'user_id': 10319366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43a0633a423f1892d92f7ca18bebf7ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bob9710', 'link': 'https://stackoverflow.com/users/10319366/bob9710'}",False,1102,1,0,1595358689,1587031019,61247456,CC BY-SA 4.0,https://stackoverflow.com/questions/61247456/how-to-get-rotational-matrix-for-oriented-bounding-box-in-point-cloud-library,How to get Rotational Matrix for Oriented Bounding Box in Point Cloud Library,,,,
422,"['c++', 'qt', 'qwebengineview']","{'account_id': 18429744, 'reputation': 39, 'user_id': 13425188, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd3d2737d655cde9f51b2a525ab879e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dev-I-J', 'link': 'https://stackoverflow.com/users/13425188/dev-i-j'}",True,345,1,1,1595356142,1588170967,61504414,CC BY-SA 4.0,https://stackoverflow.com/questions/61504414/cannot-sign-in-to-google-in-qwebengineview-this-app-may-not-be-secure,Cannot sign in to google in QWebEngineView: This app may not be secure,,,,63020884.0
423,"['c++', 'vector']","{'account_id': 14848920, 'reputation': 354, 'user_id': 10723519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78f8c6a80f0dbfe254607f6dfea77ef3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Philipp', 'link': 'https://stackoverflow.com/users/10723519/philipp'}",False,829,4,0,1595279480,1587021291,61244630,CC BY-SA 4.0,https://stackoverflow.com/questions/61244630/c-converting-char-vector-elements-to-single-uint64,C++ - Converting char vector elements to single uint64,,,,
424,"['c++', 'matrix', 'vector', 'sum', 'stdvector']","{'account_id': 18170893, 'reputation': 63, 'user_id': 13220573, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-swPygQdG3zw/AAAAAAAAAAI/AAAAAAAAKUs/AAKWJJPCuPtigfj2-E7Q6SOHf-a6QbEMUQ/photo.jpg?sz=256', 'display_name': 'Mogovan Jonathan', 'link': 'https://stackoverflow.com/users/13220573/mogovan-jonathan'}",True,706,2,1,1595246504,1587144533,61277306,CC BY-SA 4.0,https://stackoverflow.com/questions/61277306/how-to-read-input-properly-into-a-2d-vector-vectorvectorint-in-c,"how to read input properly into a 2D vector, vector&lt;vector&lt;int&gt;&gt; in c++",,1587626892.0,,61277532.0
425,"['c++', 'move', 'copy-constructor', 'move-semantics', 'mutable']","{'account_id': 8188209, 'reputation': 61, 'user_id': 6163353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c37f717d896291d51349a18b5bf6b7a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'RomaNNN', 'link': 'https://stackoverflow.com/users/6163353/romannn'}",True,310,1,6,1595175633,1587559074,61365315,CC BY-SA 4.0,https://stackoverflow.com/questions/61365315/the-c-way-to-relocate-object-of-implicitly-non-movable-class,The C++ way to relocate object of implicitly non-movable class,,1587568701.0,,
426,"['c++', 'windows', 'memory', 'scanning']","{'account_id': 13732948, 'reputation': 13, 'user_id': 9910023, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/--shqf9dmZE4/AAAAAAAAAAI/AAAAAAAAADA/EsKebBwZ5sc/photo.jpg?sz=256', 'display_name': 'Denis Muhic', 'link': 'https://stackoverflow.com/users/9910023/denis-muhic'}",True,1374,2,0,1595051938,1587319364,61309203,CC BY-SA 4.0,https://stackoverflow.com/questions/61309203/how-can-i-read-process-memory-in-chunks-and-scan-for-exact-address-of-values,How can I read process memory in chunks and scan for exact address of Values?,,1594998887.0,,
427,"['c++', 'format', 'lib', 'fmt']","{'account_id': 18093626, 'reputation': 51, 'user_id': 13152472, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2breAmbrztk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP8_c4bNvYrbHQmEDo8J-1BrXpyOg/photo.jpg?sz=256', 'display_name': 'Claudiu Andries', 'link': 'https://stackoverflow.com/users/13152472/claudiu-andries'}",True,130,1,-1,1594761563,1588151069,61498027,,https://stackoverflow.com/questions/61498027/what-can-i-implement-fmt-lib,What can i implement fmt lib,1588151681.0,1594761563.0,Duplicate,
428,"['c++', 'windows', 'winapi', 'dllexport']","{'account_id': 13708286, 'reputation': 1085, 'user_id': 9891285, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34b1e08b12bb0b27bc106e937dcb1559?s=256&d=identicon&r=PG&f=1', 'display_name': 'jubibanna', 'link': 'https://stackoverflow.com/users/9891285/jubibanna'}",True,257,1,2,1594635385,1587631071,61382829,CC BY-SA 4.0,https://stackoverflow.com/questions/61382829/dynamically-use-a-dll-from-a-console-application,Dynamically use a DLL from a console application,,1594635385.0,,61383101.0
429,"['c++', 'algorithm', 'sorting', 'bubble-sort', 'divide-and-conquer']","{'account_id': 4070049, 'reputation': 6349, 'user_id': 3343503, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7bcb0e5df2fb8e3f7de5228b201e4cbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shenanigans1', 'link': 'https://stackoverflow.com/users/3343503/shenanigans1'}",True,1509,1,0,1594565588,1586531845,61143329,CC BY-SA 4.0,https://stackoverflow.com/questions/61143329/divide-and-conquer-bubble-sort-algorithm,Divide And Conquer Bubble Sort Algorithm,,,,61150184.0
430,"['c++', 'input', 'unreal-engine4', 'virtual-reality']","{'account_id': 165989, 'reputation': 576, 'user_id': 389832, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/VQULB.jpg?s=256&g=1', 'display_name': 'Katianie', 'link': 'https://stackoverflow.com/users/389832/katianie'}",True,110,1,-1,1594512744,1587143670,61277064,,https://stackoverflow.com/questions/61277064/4-24-motion-controllers-no-longer-work-after-updating-from-4-21,4.24 Motion controllers no longer work after updating from 4.21,1594517744.0,1590159288.0,Not suitable for this site,62855857.0
431,"['c++', 'opengl-es', 'glsl', 'shader', 'cocos2d-x']","{'account_id': 18218094, 'reputation': 113, 'user_id': 13259399, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dc7cee5bb849e9ee25f9d8939bb78b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'redYmir', 'link': 'https://stackoverflow.com/users/13259399/redymir'}",True,476,1,2,1594487133,1587030426,61247278,CC BY-SA 4.0,https://stackoverflow.com/questions/61247278/why-my-opengl-custom-shader-gives-me-this-error,Why my OpenGL custom shader gives me this error?,,1594487133.0,,
432,"['c++', 'python-3.x', 'flask']","{'account_id': 13630750, 'reputation': 43, 'user_id': 10041659, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Bhavya Gupta', 'link': 'https://stackoverflow.com/users/10041659/bhavya-gupta'}",True,62,1,1,1594458514,1586847772,61202295,CC BY-SA 4.0,https://stackoverflow.com/questions/61202295/can-not-start-an-executable-from-c,Can not Start an executable from C++,,1594458514.0,,62846073.0
433,"['c++', 'linux', 'qt']","{'account_id': 1327784, 'reputation': 659, 'user_id': 1272266, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/1KsSL.jpg?s=256&g=1', 'display_name': 'Nabuchodonozor', 'link': 'https://stackoverflow.com/users/1272266/nabuchodonozor'}",True,130,1,1,1594295326,1585748618,60972284,CC BY-SA 4.0,https://stackoverflow.com/questions/60972284/qt-4-8-endinsert-removerows-cause-memory-leak,Qt 4.8 endInsert/RemoveRows cause memory leak?,,,,61224301.0
434,['c++'],"{'account_id': 17779304, 'reputation': 29, 'user_id': 12910827, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5530fd976df55ce73d337621f794728f?s=256&d=identicon&r=PG&f=1', 'display_name': 'supernova2706', 'link': 'https://stackoverflow.com/users/12910827/supernova2706'}",False,852,2,-1,1594218608,1585863325,61001541,CC BY-SA 4.0,https://stackoverflow.com/questions/61001541/sorting-a-string-using-counting-sort,sorting a string using counting sort,,1585864359.0,,
435,"['c++', 'siemens', 'nomachine-nx']","{'account_id': 17034971, 'reputation': 25, 'user_id': 12359605, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gkT_1uB3BAQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcn8CagUf9621K0bu1PrOcufhwhIQ/photo.jpg?sz=256', 'display_name': 'cloud', 'link': 'https://stackoverflow.com/users/12359605/cloud'}",True,59,1,0,1594191462,1586937475,61223958,CC BY-SA 4.0,https://stackoverflow.com/questions/61223958/in-the-nx-open-c-library-is-there-an-interface-to-divide-the-model-into-tria,"In the NX OPEN C ++ library, is there an interface to divide the model into triangular patches?",,,,62789173.0
