,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,protected_date,migrated_from
1216,"['c++', 'c++11', 'templates', 'clang++']","{'account_id': 19371355, 'reputation': 51, 'user_id': 14164591, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65df67b7e0e4a09278d78c3ea384af30?s=256&d=identicon&r=PG&f=1', 'display_name': 'PJK136', 'link': 'https://stackoverflow.com/users/14164591/pjk136'}",False,236,1,5,1598445553,1598369073,1598369500.0,63582130,CC BY-SA 4.0,https://stackoverflow.com/questions/63582130/undefined-reference-for-queue-with-explicit-template-instantiation-with-clang-1,Undefined reference for ~queue with explicit template instantiation with Clang 10,,,,,
1217,"['c++', 'multithreading', 'promise', 'future', 'boost-thread']","{'account_id': 14846, 'reputation': 2497, 'user_id': 30868, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/732ae7c85e255086f3c720fe34a00767?s=256&d=identicon&r=PG', 'display_name': 'ashishsony', 'link': 'https://stackoverflow.com/users/30868/ashishsony'}",True,226,1,2,1598445342,1598444481,,63597565,CC BY-SA 4.0,https://stackoverflow.com/questions/63597565/passing-stdfuture-to-a-boostthread-vs-a-stdthread,passing std::future to a boost::thread vs a std::thread,,,,,
1218,"['c++', 'arrays']","{'user_type': 'does_not_exist', 'display_name': 'user7722318'}",True,3730,1,-1,1598444554,1598444431,,63597547,CC BY-SA 4.0,https://stackoverflow.com/questions/63597547/array-runtime-error-index-out-of-bounds-for-type-int,Array - runtime error: index out of bounds for type &#39;int [*]&#39;,,,,,
1219,"['c++', 'pointers']","{'account_id': 15579395, 'reputation': 41, 'user_id': 11284870, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cvNlh.jpg?s=256&g=1', 'display_name': 'SirRollalot', 'link': 'https://stackoverflow.com/users/11284870/sirrollalot'}",False,39,0,0,1598444371,1598428941,1598444371.0,63593165,,https://stackoverflow.com/questions/63593165/wrong-knowledge-of-pointers,Wrong knowledge of pointers,1598429084.0,,Duplicate,,
1220,"['c++', 'inheritance', 'casting', 'wrapper']","{'account_id': 3913326, 'reputation': 103, 'user_id': 3237961, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95d6ca62cc4f9a341325860abf69c348?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jakob', 'link': 'https://stackoverflow.com/users/3237961/jakob'}",True,149,1,1,1598443832,1598424373,1598425885.0,63591950,CC BY-SA 4.0,https://stackoverflow.com/questions/63591950/casting-a-generic-class-handle-to-base-class-i-e-interface-with-multiple-inhe,Casting a Generic Class Handle to Base Class (i.e. interface) with multiple inheritance,,63593107.0,,,
1221,['c++'],"{'account_id': 13670999, 'reputation': 97, 'user_id': 9863673, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-8Rf1ZDWc7cg/AAAAAAAAAAI/AAAAAAAAAn8/TMapf6Y5Ciw/photo.jpg?sz=256', 'display_name': 'Anthony M Benedict', 'link': 'https://stackoverflow.com/users/9863673/anthony-m-benedict'}",True,270,2,2,1598443545,1598433121,1598436949.0,63594339,CC BY-SA 4.0,https://stackoverflow.com/questions/63594339/minmax-element-of-multiple-attributes-in-an-object-c,MinMax element of multiple attributes in an object C++,,63595520.0,,,
1222,"['c++', 'windows', 'winapi', 'graphics']","{'account_id': 18876935, 'reputation': 53, 'user_id': 13770239, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/938aebc589e534fd447107d7f3824c56?s=256&d=identicon&r=PG&f=1', 'display_name': 'Martin Nijhoff', 'link': 'https://stackoverflow.com/users/13770239/martin-nijhoff'}",True,142,1,1,1598443459,1598433584,1598433671.0,63594465,CC BY-SA 4.0,https://stackoverflow.com/questions/63594465/how-to-draw-the-outline-of-a-thick-line,How to draw the outline of a thick line?,,63597249.0,,,
1223,"['c++', 'windows', 'winapi', 'minifilter']","{'account_id': 14217099, 'reputation': 51, 'user_id': 10270683, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27b8a6abb104bd6974471663ec739c27?s=256&d=identicon&r=PG&f=1', 'display_name': 'legsak1mbo', 'link': 'https://stackoverflow.com/users/10270683/legsak1mbo'}",True,494,1,3,1598443442,1597096658,,63348568,CC BY-SA 4.0,https://stackoverflow.com/questions/63348568/cfapi-cf-callback-type-fetch-placeholders-calls-back-repeatedly,cfapi CF_CALLBACK_TYPE_FETCH_PLACEHOLDERS calls back repeatedly,,,,,
1224,"['c++', 'lua', 'unresolved-external', 'premake']","{'account_id': 8112501, 'reputation': 98, 'user_id': 6112112, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Jpwo7gDqFj8/AAAAAAAAAAI/AAAAAAAAADc/xG_hUNf7vls/photo.jpg?sz=256', 'display_name': 'Martian', 'link': 'https://stackoverflow.com/users/6112112/martian'}",False,248,0,3,1598442754,1598442136,1598442754.0,63596902,CC BY-SA 4.0,https://stackoverflow.com/questions/63596902/embedding-lua-into-c-but-getting-unresolved-externals-floor-freopen-strco,"Embedding lua into c++ but getting unresolved externals : floor, freopen &amp; strcoll",,,,,
1225,"['c++', 'mfc', 'listctrl']","{'account_id': 17400886, 'reputation': 349, 'user_id': 12609778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e342bbd0f1b939613c1aef619bcf2596?s=256&d=identicon&r=PG&f=1', 'display_name': 'dgrandm', 'link': 'https://stackoverflow.com/users/12609778/dgrandm'}",False,442,0,1,1598442655,1598409326,1598442655.0,63589674,CC BY-SA 4.0,https://stackoverflow.com/questions/63589674/how-to-design-mfc-clistctrl-refresh-operation,How to design MFC CListCtrl refresh operation?,,,,,
1226,"['c++', 'boost', 'boost-serialization', 'boost-variant']","{'account_id': 19361519, 'reputation': 13, 'user_id': 14156689, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-zwcepPNCbH8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4xnEj1QOoLGbnQTTpo0eQ_pHNfA/photo.jpg?sz=256', 'display_name': 'Ajax', 'link': 'https://stackoverflow.com/users/14156689/ajax'}",True,69,1,1,1598442311,1598341385,,63574212,CC BY-SA 4.0,https://stackoverflow.com/questions/63574212/boost-serialisation-on-a-variant-containing-boostblank,boost Serialisation on a variant containing boost::blank,,63596955.0,,,
1227,"['c++', 'windows', 'cmd', 'console']","{'account_id': 490748, 'reputation': 11, 'user_id': 1164805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/816edda30b453f361f0819b2699d4dc9?s=256&d=identicon&r=PG', 'display_name': 'Jakob', 'link': 'https://stackoverflow.com/users/1164805/jakob'}",False,396,1,0,1598441923,1598439634,,63596186,CC BY-SA 4.0,https://stackoverflow.com/questions/63596186/how-to-implement-the-cd-command-in-c-on-window,How to implement the cd command in C++ on Window,,,,,
1228,"['c++', 'oop']","{'account_id': 18703152, 'reputation': 13, 'user_id': 13634929, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f43cc7892b7333a15098dd9da5adfa8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/13634929/matt'}",True,85,2,1,1598440729,1598436711,,63595389,CC BY-SA 4.0,https://stackoverflow.com/questions/63595389/how-would-you-design-a-function-that-attaches-children-of-a-component-class-to-a,How would you design a function that attaches children of a Component class to an Object class if the components can hold different data?,,63596506.0,,,
1229,"['c++', 'templates', 'inheritance']","{'account_id': 297489, 'reputation': 706, 'user_id': 603044, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'T4ng10r', 'link': 'https://stackoverflow.com/users/603044/t4ng10r'}",True,87,1,0,1598440286,1598361789,1598435256.0,63579830,CC BY-SA 4.0,https://stackoverflow.com/questions/63579830/c-class-template-with-functions-from-inherit-parents,C++ Class template with functions from inherit parents,,63596382.0,,,
1230,"['c++', 'string', 'std', 'armadillo', 'vec']","{'account_id': 18431899, 'reputation': 43, 'user_id': 13426790, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-EotCVHHx43E/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNRgwe1Opb_jKZpoBpvqvA6A5d5SA/photo.jpg?sz=256', 'display_name': 'Cinnamon', 'link': 'https://stackoverflow.com/users/13426790/cinnamon'}",True,380,2,0,1598439605,1598433206,,63594363,CC BY-SA 4.0,https://stackoverflow.com/questions/63594363/is-there-a-way-to-convert-armadillo-vector-to-a-string-in-c,Is there a way to convert Armadillo vector to a string in C++?,,63596182.0,,,
1231,"['c++', 'deployment', 'cmake', 'conan']","{'account_id': 12952024, 'reputation': 2572, 'user_id': 9363996, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9Ttto.jpg?s=256&g=1', 'display_name': 'Sergey Kolesnik', 'link': 'https://stackoverflow.com/users/9363996/sergey-kolesnik'}",False,1002,0,1,1598438047,1598438047,,63595755,CC BY-SA 4.0,https://stackoverflow.com/questions/63595755/cmake-get-list-of-paths-to-shared-libs-of-a-package-installed-by-conan-to-depl,CMake: get list of paths to shared libs of a package installed by Conan (to deploy dependencies),,,,,
1232,"['c++', 'linux', 'cmake']","{'account_id': 11223842, 'reputation': 33, 'user_id': 8280172, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1517410241644222/picture?type=large', 'display_name': 'Mithrandir', 'link': 'https://stackoverflow.com/users/8280172/mithrandir'}",True,1092,2,0,1598437211,1598364578,,63580723,CC BY-SA 4.0,https://stackoverflow.com/questions/63580723/how-to-link-and-compile-a-c-project-for-linux-using-cmake-adapting-cmakelist,How to link and compile a C++ project for Linux using CMake? (Adapting CMakeLists.txt),,,,,
1233,"['c++', 'arrays', 'max', 'min']","{'account_id': 19376466, 'reputation': 31, 'user_id': 14168637, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjsaP6ABXjJ9LsDDpoVZ4nk4HRJ0sXxxDdv7tbVpmA=k-s256', 'display_name': 'Jennifer Diane Taylor R.', 'link': 'https://stackoverflow.com/users/14168637/jennifer-diane-taylor-r'}",True,100,1,2,1598436585,1598433863,1598434157.0,63594555,CC BY-SA 4.0,https://stackoverflow.com/questions/63594555/max-and-min-is-coming-out-as-true-instead-of-a-number-what-do-i-do,"Max and Min is coming out as true instead of a number, what do I do?",,63594702.0,,,
1234,"['c++', 'arduino', 'embedded', 'esp8266']","{'account_id': 16348599, 'reputation': 33, 'user_id': 11807725, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-726JHBOTw1E/AAAAAAAAAAI/AAAAAAAAB28/mAwyh4_BRSs/photo.jpg?sz=256', 'display_name': 'Harold Trotter', 'link': 'https://stackoverflow.com/users/11807725/harold-trotter'}",True,1052,3,0,1598436043,1598270852,,63560730,CC BY-SA 4.0,https://stackoverflow.com/questions/63560730/esp8266-send-recieve-data-without-being-in-a-network,ESP8266 send &amp; recieve data without being in a network,,63572879.0,,,
1235,"['c++', 'meson-build', 'subproject']","{'account_id': 13830193, 'reputation': 349, 'user_id': 11293577, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/F2Tek.png?s=256&g=1', 'display_name': 'hao123', 'link': 'https://stackoverflow.com/users/11293577/hao123'}",True,929,1,1,1598435412,1597976588,1598037637.0,63515605,CC BY-SA 4.0,https://stackoverflow.com/questions/63515605/how-to-specify-version-of-dependency-in-meson-build,how to specify version of dependency in meson build?,,63546889.0,,,
1236,"['c++', 'qt', 'qlineedit']","{'account_id': 19272900, 'reputation': 98, 'user_id': 14086496, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/314bc33f5e1918d0174583c0c91378b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/14086496/anthony'}",True,400,1,1,1598435367,1598431014,1598435367.0,63593756,,https://stackoverflow.com/questions/63593756/how-to-set-a-fix-string-at-first-of-qlineedit,How to set a fix string at first of QLineEdit?,1598476014.0,63594959.0,Duplicate,,
1237,"['c++', 'doxygen', 'graphviz']","{'account_id': 6084298, 'reputation': 11, 'user_id': 4748937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11780e242f32704685fa41d32d0f77fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marco Sch.', 'link': 'https://stackoverflow.com/users/4748937/marco-sch'}",False,307,0,0,1598434801,1598345037,1598434801.0,63575167,CC BY-SA 4.0,https://stackoverflow.com/questions/63575167/how-do-i-setup-the-image-quality-using-doxygen-and-graphviz,How do I setup the image quality using Doxygen and Graphviz,,,,,
1238,"['c++', 'gcc', 'preprocessor']","{'account_id': 512433, 'reputation': 3624, 'user_id': 1279291, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0392c5a23e0f4221e1c596be24b476c1?s=256&d=identicon&r=PG', 'display_name': 'andreasdr', 'link': 'https://stackoverflow.com/users/1279291/andreasdr'}",True,888,1,0,1598433977,1598426170,,63592389,CC BY-SA 4.0,https://stackoverflow.com/questions/63592389/how-to-enable-gcc-compiler-flags-via-preprocessor-directives-rather-than-comman,"How to enable GCC compiler flags via preprocessor directives, rather than command line options?",,,,,
1239,"['c++', 'windows', 'winapi', 'visual-c++', 'gdi+']","{'account_id': 18065772, 'reputation': 21, 'user_id': 13131703, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2e214ca15b6a240f121a8bcfa6966a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'mksethia', 'link': 'https://stackoverflow.com/users/13131703/mksethia'}",True,1602,1,1,1598433944,1597783090,1597784486.0,63476282,CC BY-SA 4.0,https://stackoverflow.com/questions/63476282/is-there-a-way-of-changing-the-style-of-a-windows-10-win32-gdi-gui-program-i,Is there a way of changing the style of a Windows 10 win32 / gdi++ GUI program into Windows 95?,,63479480.0,,,
1240,"['c++', 'windows', 'winapi']","{'account_id': 15857270, 'reputation': 1, 'user_id': 11441352, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-kpcUDv-EsCI/AAAAAAAAAAI/AAAAAAAAAN8/20svI3hOZko/photo.jpg?sz=256', 'display_name': 'LukeDK461', 'link': 'https://stackoverflow.com/users/11441352/lukedk461'}",True,166,1,0,1598433855,1598381314,,63585308,CC BY-SA 4.0,https://stackoverflow.com/questions/63585308/createwindow-returns-nullptr-and-getlasterror-returns-1400,CreateWindow() returns nullptr and GetLastError() returns 1400,,,,,
1241,['c++'],"{'account_id': 19202497, 'reputation': 27, 'user_id': 14030128, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgUknnNskbOobnWTVp2VxzBVDSvBE0ZKasJo9Qa=k-s256', 'display_name': 'Maklaizer ', 'link': 'https://stackoverflow.com/users/14030128/maklaizer'}",True,221,1,0,1598433772,1598431066,1598433189.0,63593773,CC BY-SA 4.0,https://stackoverflow.com/questions/63593773/read-multiple-variables-from-a-text-file-in-c,Read multiple variables from a text file in C++,,63594520.0,,,
1242,"['c++', 'sparse-matrix', 'linear-algebra', 'eigen']","{'account_id': 19372159, 'reputation': 23, 'user_id': 14165226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23670962cc32483d97fb753cf8e5a634?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kyraz998', 'link': 'https://stackoverflow.com/users/14165226/kyraz998'}",True,730,1,2,1598433090,1598375343,,63583888,CC BY-SA 4.0,https://stackoverflow.com/questions/63583888/eigen-sparse-solver-wrong-results,Eigen sparse solver wrong results,,63587324.0,,,
1243,"['c++', 'arrays', 'pointers']","{'account_id': 3977164, 'reputation': 351, 'user_id': 3280061, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sierramike', 'link': 'https://stackoverflow.com/users/3280061/sierramike'}",False,83,2,0,1598431982,1598267465,1598267576.0,63559865,CC BY-SA 4.0,https://stackoverflow.com/questions/63559865/array-of-pointers-to-pointers,Array of pointers to pointers,,,,,
1244,"['c++', 'multithreading', 'openmp']","{'account_id': 11564225, 'reputation': 2777, 'user_id': 8473031, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4878bfc9d6a80397a8446111fffa4dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'RoQuOTriX', 'link': 'https://stackoverflow.com/users/8473031/roquotrix'}",True,87,1,1,1598431505,1598425044,,63592118,CC BY-SA 4.0,https://stackoverflow.com/questions/63592118/openmp-thread-initialization-and-de-initialization-before-doing-work,OpenMP thread initialization and de-initialization before doing work,,63592432.0,,,
1245,"['c++', 'opengl', 'freetype2']","{'account_id': 17814221, 'reputation': 181, 'user_id': 12938157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/252abbf43c859386fcf2b3edffa87355?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sherlock Holmes', 'link': 'https://stackoverflow.com/users/12938157/sherlock-holmes'}",False,41,1,-1,1598430265,1598425297,1598428042.0,63592185,CC BY-SA 4.0,https://stackoverflow.com/questions/63592185/freetype2-glyphs-not-rendering-displaying,Freetype2 - glyphs not rendering/displaying,,,,,
1246,"['java', 'android', 'c++', 'java-native-interface', 'swig']","{'account_id': 14733392, 'reputation': 21, 'user_id': 10640088, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-eWEs1waQsNo/AAAAAAAAAAI/AAAAAAAAAAg/Lenhqt-fIEU/photo.jpg?sz=256', 'display_name': 'Olle Renius', 'link': 'https://stackoverflow.com/users/10640088/olle-renius'}",False,304,1,1,1598430180,1598367453,,63581654,CC BY-SA 4.0,https://stackoverflow.com/questions/63581654/swig-java-how-do-i-pass-a-struct-with-callback-functions-to-c-from-an-andro,SWIG (Java): How do I pass a struct with callback functions to C++ from an Android application?,,,,,
