,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,migrated_from
1640,"['c#', 'mschart', 'microsoft-chart-controls']","{'account_id': 157843, 'reputation': 1181, 'user_id': 376066, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/fcbbf7a1d265985819bc61c155001552?s=256&d=identicon&r=PG', 'display_name': 'Mikhail', 'link': 'https://stackoverflow.com/users/376066/mikhail'}",True,1516,,,1,4,1424703506,1355041586,1355892308.0,13785821,CC BY-SA 3.0,https://stackoverflow.com/questions/13785821/improving-custom-marker-images-perfomance-for-ms-chart-controls,Improving custom marker images perfomance for MS chart controls,,,,
1641,"['c#', 'dependency-injection', 'inversion-of-control', 'simple-injector']","{'account_id': 1643132, 'reputation': 14258, 'user_id': 1515209, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/20LIW.jpg?s=256&g=1', 'display_name': 'qujck', 'link': 'https://stackoverflow.com/users/1515209/qujck'}",True,1558,,13720752.0,1,4,1424618340,1354666112,1355246012.0,13714215,CC BY-SA 3.0,https://stackoverflow.com/questions/13714215/can-simpleinjector-register-an-initializer-for-generic-types-at-runtime,Can SimpleInjector register an initializer for generic types at runtime?,,,,
1642,"['c#', 'iis', 'reporting-services', 'httpwebrequest', 'getresponse']","{'account_id': 2114770, 'reputation': 101, 'user_id': 1879316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/676b705ea2dd5f22f2e6ae3c77f3596a?s=256&d=identicon&r=PG', 'display_name': 'BIdude', 'link': 'https://stackoverflow.com/users/1879316/bidude'}",True,14100,,,7,10,1424462291,1354725569,1355222462.0,13728034,CC BY-SA 3.0,https://stackoverflow.com/questions/13728034/webrequest-fails-with-414-request-uri-too-long-in-asp-net-application,WebRequest fails with &quot;414 Request URI too long&quot; in ASP.NET application,,,,
1643,"['c#', 'c#-4.0', 'ms-access', 'database-connection']","{'account_id': 2075681, 'reputation': 287, 'user_id': 1849107, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://graph.facebook.com/100004198302689/picture?type=large', 'display_name': 'ميداني حر', 'link': 'https://stackoverflow.com/users/1849107/%d9%85%d9%8a%d8%af%d8%a7%d9%86%d9%8a-%d8%ad%d8%b1'}",True,18861,,14024724.0,1,7,1424453681,1356374069,1356374627.0,14024660,CC BY-SA 3.0,https://stackoverflow.com/questions/14024660/how-to-open-connection-with-microsoft-access-database-in-c,How to open connection with Microsoft Access database in C#,,,,
1644,"['c#', 'regex', 'filepath']","{'account_id': 2164656, 'reputation': 60, 'user_id': 1918009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c30d16b867c32b35a5273abe64f2407?s=256&d=identicon&r=PG', 'display_name': 'Raymond Parsons', 'link': 'https://stackoverflow.com/users/1918009/raymond-parsons'}",True,656,,13971758.0,1,0,1424366194,1355989352,1356514053.0,13967388,CC BY-SA 3.0,https://stackoverflow.com/questions/13967388/remove-dynamic-username-from-file-path,Remove dynamic username from file path,,,,
1645,"['c#', 'asp.net', 'html-sanitizing']","{'account_id': 1479086, 'reputation': 93, 'user_id': 1388827, 'user_type': 'registered', 'accept_rate': 9, 'profile_image': 'https://www.gravatar.com/avatar/9addd9fb3e7341c3fdb53ed00a422c98?s=256&d=identicon&r=PG', 'display_name': 'adi1989', 'link': 'https://stackoverflow.com/users/1388827/adi1989'}",False,2499,,,1,0,1424224591,1354806672,1495542510.0,13746582,CC BY-SA 3.0,https://stackoverflow.com/questions/13746582/htmlagilitypacksanitizerprovider-could-not-load-type,HtmlAgilityPackSanitizerProvider could not load type,,,,
1646,"['c#', '.net', 'visual-studio', 'visual-studio-2012']","{'account_id': 1866220, 'reputation': 99, 'user_id': 1689721, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8feb8b316607052fa92b2074248061f5?s=256&d=identicon&r=PG', 'display_name': 'Lucas', 'link': 'https://stackoverflow.com/users/1689721/lucas'}",True,5775,,13780972.0,3,6,1424085874,1354994149,,13780948,CC BY-SA 3.0,https://stackoverflow.com/questions/13780948/visual-studio-2012-installation-without-sql-server,Visual Studio 2012 installation without SQL Server,,,,
1647,['c#'],"{'account_id': 2146898, 'reputation': 11, 'user_id': 1904339, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99019ed0266b46374412057b5e536286?s=256&d=identicon&r=PG', 'display_name': 'Nicholas Grech', 'link': 'https://stackoverflow.com/users/1904339/nicholas-grech'}",True,9901,,,3,1,1424036890,1355497087,1424036890.0,13881070,CC BY-SA 3.0,https://stackoverflow.com/questions/13881070/move-items-from-one-list-to-another,Move items from one list to another,,,,
1648,"['c#', 'vb.net', 'linq-to-xml']","{'account_id': 57004, 'reputation': 3456, 'user_id': 170766, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/uowH1.jpg?s=256&g=1', 'display_name': 'eriksv88', 'link': 'https://stackoverflow.com/users/170766/eriksv88'}",True,1183,,,3,1,1423906570,1355736431,,13911401,CC BY-SA 3.0,https://stackoverflow.com/questions/13911401/linq-to-xml-vb-net-to-c,LINQ to XML - VB.NET to c#,,,,
1649,"['c#', 'video', 'popup']","{'account_id': 2125360, 'reputation': 1, 'user_id': 1887685, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf6b767906d51a3fbbc8b14c999ef72d?s=256&d=identicon&r=PG', 'display_name': 'Michael Littler', 'link': 'https://stackoverflow.com/users/1887685/michael-littler'}",False,266,,,1,0,1423843401,1354968934,,13777367,CC BY-SA 3.0,https://stackoverflow.com/questions/13777367/how-do-i-get-my-c-application-to-popup-a-video-when-user-clicks-incorrect-butto,How do I get my c# application to popup a video when user clicks incorrect button?,,,,
1650,"['c#', '.net', 'lua', 'luainterface']","{'account_id': 1072761, 'reputation': 21, 'user_id': 1071637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6618980074af1ade36f7a799457a1024?s=256&d=identicon&r=PG', 'display_name': 'TobyD', 'link': 'https://stackoverflow.com/users/1071637/tobyd'}",False,1667,,,2,2,1423748439,1355164048,1363825395.0,13806936,CC BY-SA 3.0,https://stackoverflow.com/questions/13806936/luainterface-how-can-i-load-an-assembly-from-any-path,LuaInterface - How can I load an assembly from any path?,,,,
1651,"['c#', 'debugging', 'obfuscation']","{'account_id': 333721, 'reputation': 3456, 'user_id': 659731, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/fba22217f82d79421c884fcfdb525c4c?s=256&d=identicon&r=PG', 'display_name': 'Devator', 'link': 'https://stackoverflow.com/users/659731/devator'}",True,2802,,28461434.0,2,1,1423678456,1356781327,1356781460.0,14081297,CC BY-SA 3.0,https://stackoverflow.com/questions/14081297/debugging-obfuscated-code,Debugging obfuscated code,,,,
1652,"['c#', 'javascript', 'jquery', 'asp.net']","{'account_id': 1837531, 'reputation': 931, 'user_id': 1667568, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6e5109458dedf2ea656ab9caf3e2a130?s=256&d=identicon&r=PG', 'display_name': 'Giri', 'link': 'https://stackoverflow.com/users/1667568/giri'}",True,6892,,13854195.0,4,1,1423659914,1355379446,1355380439.0,13854078,CC BY-SA 3.0,https://stackoverflow.com/questions/13854078/how-to-close-the-window-after-response,How to close the window after response?,,,,
1653,"['c#', 'generics', 'types', 'interface', 'linked-list']","{'account_id': 2173987, 'reputation': 115, 'user_id': 1925171, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/015678130048fac5a9006fecad314916?s=256&d=identicon&r=PG', 'display_name': 'Tuur', 'link': 'https://stackoverflow.com/users/1925171/tuur'}",True,3927,,14013746.0,2,3,1423631586,1356278534,1423631586.0,14012417,CC BY-SA 3.0,https://stackoverflow.com/questions/14012417/c-passing-generics-argument-type-at-runtime,C# Passing generics argument type at runtime,,,,
1654,"['c#', 'json', 'asp.net-mvc-4']","{'account_id': 390774, 'reputation': 458, 'user_id': 751049, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b6e43a9ec361a4db7dbaedf313123f62?s=256&d=identicon&r=PG', 'display_name': 'Tarynn', 'link': 'https://stackoverflow.com/users/751049/tarynn'}",True,252,,,1,2,1423615231,1356331271,1356332582.0,14017994,CC BY-SA 3.0,https://stackoverflow.com/questions/14017994/difficulty-binding-mvc-model-to-json-post,Difficulty binding mvc model to JSON post,,,,
1655,"['c#', 'xml']","{'account_id': 2146907, 'reputation': 1934, 'user_id': 1904347, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4b3c4a855212bca33bb0466e55c2a67a?s=256&d=identicon&r=PG', 'display_name': 'Jt2ouan', 'link': 'https://stackoverflow.com/users/1904347/jt2ouan'}",True,1012,,13995242.0,1,0,1423609152,1356113843,1423609152.0,13995214,CC BY-SA 3.0,https://stackoverflow.com/questions/13995214/add-xml-element-with-attirbute-in-between-existing-attribute,Add xml element with attirbute in between existing attribute,,,,
1656,"['c#', 'xml', 'xmlwriter']","{'account_id': 261596, 'reputation': 12540, 'user_id': 545877, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/6947e7dba4ebdd9df088183de3420a03?s=256&d=identicon&r=PG', 'display_name': 'Funky', 'link': 'https://stackoverflow.com/users/545877/funky'}",True,3798,,,2,0,1423609139,1354289171,1423609139.0,13648110,CC BY-SA 3.0,https://stackoverflow.com/questions/13648110/adding-an-attribute-using-xmlwriter,Adding an attribute using XmlWriter,,,,
1657,"['c#', 'asp.net', 'button']","{'account_id': 2074029, 'reputation': 290, 'user_id': 1847898, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/10ad8ea9966696fbbcece9711a869232?s=256&d=identicon&r=PG', 'display_name': 'Huzaifa Qamer', 'link': 'https://stackoverflow.com/users/1847898/huzaifa-qamer'}",True,47015,,13853047.0,2,9,1423597150,1355373380,1355374717.0,13853028,CC BY-SA 3.0,https://stackoverflow.com/questions/13853028/how-to-detect-which-button-was-clicked-in-code-behind,How to detect which button was clicked in code behind?,,,,
1658,"['c#', 'asp.net', 'clr']","{'account_id': 478299, 'reputation': 742, 'user_id': 890304, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/B1zs2.jpg?s=256&g=1', 'display_name': 'Umair Ishaq', 'link': 'https://stackoverflow.com/users/890304/umair-ishaq'}",True,4228,,,1,13,1423555854,1355437703,,13869621,CC BY-SA 3.0,https://stackoverflow.com/questions/13869621/native-assembly-binding-fails-for-asp-net-solution,Native Assembly Binding fails for ASP.NET solution,,,,
1659,"['c#', 'winforms', 'colors', 'gdi+', 'blending']","{'account_id': 454767, 'reputation': 11122, 'user_id': 852555, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/690de229aed67b7e7da5ac1466911f38?s=256&d=identicon&r=PG', 'display_name': 'Trevor Elliott', 'link': 'https://stackoverflow.com/users/852555/trevor-elliott'}",True,1567,,14407912.0,3,8,1423128912,1356124042,,13997178,CC BY-SA 3.0,https://stackoverflow.com/questions/13997178/advanced-color-blending-with-gdi,Advanced color blending with GDI+,,,,
1660,"['c#', 'asp.net']","{'account_id': 2102752, 'reputation': 41, 'user_id': 1869914, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/84a162af81fb967c819cd4f38b2c20c3?s=256&d=identicon&r=PG', 'display_name': 'user1869914', 'link': 'https://stackoverflow.com/users/1869914/user1869914'}",False,459,,,1,0,1423030188,1354532447,1423030188.0,13681877,CC BY-SA 3.0,https://stackoverflow.com/questions/13681877/session-variable-gets-updated-automatically,Session variable gets updated automatically,,,,
1661,"['c#', 'database', 'sql-server-2008']","{'account_id': 301643, 'reputation': 3957, 'user_id': 609511, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/c723573b4de0e3fe25976a33e47eb3ec?s=256&d=identicon&r=PG', 'display_name': 'user609511', 'link': 'https://stackoverflow.com/users/609511/user609511'}",True,16821,,13686530.0,2,6,1422977105,1354548694,1354549125.0,13686433,CC BY-SA 3.0,https://stackoverflow.com/questions/13686433/get-list-of-database-depends-on-chosen-server,Get list of database depends on chosen server,,,,
1662,"['c#', '.net', 'castle-windsor', 'autofac', 'strong-typing']","{'account_id': 2158269, 'reputation': 31, 'user_id': 1913016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96c3a63411bb9cbe135420847cb6a36c?s=256&d=identicon&r=PG', 'display_name': 'evgeniy.chepurnykh', 'link': 'https://stackoverflow.com/users/1913016/evgeniy-chepurnykh'}",True,464,,,2,1,1422784501,1355838553,1355840496.0,13934433,CC BY-SA 3.0,https://stackoverflow.com/questions/13934433/compile-time-support-for-autofac,Compile time support for Autofac,,,,
1663,"['c#', 'wpf', 'installation', 'ms-access-2010']","{'account_id': 97799, 'reputation': 3562, 'user_id': 265103, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e0016621417847f5e78c8c466a911370?s=256&d=identicon&r=PG', 'display_name': 'Shailesh Jaiswal', 'link': 'https://stackoverflow.com/users/265103/shailesh-jaiswal'}",True,8160,,13854971.0,2,3,1422564314,1355382219,,13854698,CC BY-SA 3.0,https://stackoverflow.com/questions/13854698/how-to-install-visual-studio-2010-setup-project-with-ms-access-database-on-a-com,How to install visual studio 2010 setup project with MS Access database on a computer which is not having Office 2010 installed?,,,,
1664,"['c#', 'asp.net-mvc', 'html-select']","{'account_id': 1043176, 'reputation': 3029, 'user_id': 1048729, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/891b7da93a2cafd11da84fc58d355d95?s=256&d=identicon&r=PG', 'display_name': 'swiftcode', 'link': 'https://stackoverflow.com/users/1048729/swiftcode'}",True,4979,,13723516.0,3,1,1422323264,1354711115,1354786449.0,13723431,CC BY-SA 3.0,https://stackoverflow.com/questions/13723431/dropdownlist-asp-net-mvc-not-updating-model,Dropdownlist ASP.NET MVC not updating Model,,,,
1665,"['c#', '.net', 'web-services', 'sap']","{'account_id': 1612112, 'reputation': 323, 'user_id': 1490761, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/0b11401f9224ed36b3c4bbff307bd0a3?s=256&d=identicon&r=PG', 'display_name': 'Poorna', 'link': 'https://stackoverflow.com/users/1490761/poorna'}",False,847,,,1,1,1422298784,1355452596,1355457021.0,13871865,CC BY-SA 3.0,https://stackoverflow.com/questions/13871865/write-net-web-service-consumes-from-sap,Write .net web service consumes from SAP,,,,
1666,"['c#', 'json', 'json.net']","{'account_id': 2124955, 'reputation': 2281, 'user_id': 1887381, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/a409dc32f5cad45d408546e28c9ded84?s=256&d=identicon&r=PG', 'display_name': 'alucard.g', 'link': 'https://stackoverflow.com/users/1887381/alucard-g'}",False,1052,,,1,0,1422292890,1356231413,1422292890.0,14008270,,https://stackoverflow.com/questions/14008270/how-to-get-a-jobject-from-a-jarray-with-weakly-typed-code-using-json-net,How to get a JObject from a JArray with weakly typed code using JSON.NET,1450579009.0,Duplicate,,
1667,"['c#', 'shell', 'windows-7', 'windows-server-2008', 'jump-list']","{'account_id': 355180, 'reputation': 1077, 'user_id': 693972, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c97b3a131f024d23b3bd72b60c90d7a4?s=256&d=identicon&r=PG', 'display_name': 'OverMars', 'link': 'https://stackoverflow.com/users/693972/overmars'}",True,176,,28155064.0,1,1,1422292008,1355176367,1355194144.0,13809892,CC BY-SA 3.0,https://stackoverflow.com/questions/13809892/c-setting-jumplist-for-app-run-from-network-share,c# setting JumpList for app run from network share,,,,
1668,"['c#', '.net', 'performance', 'if-statement', 'return']","{'account_id': 1371156, 'reputation': 8311, 'user_id': 1306322, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/9ZslE.png?s=256&g=1', 'display_name': 'user1306322', 'link': 'https://stackoverflow.com/users/1306322/user1306322'}",True,1376,,14103054.0,5,19,1422273823,1356965238,1356968881.0,14102954,CC BY-SA 3.0,https://stackoverflow.com/questions/14102954/does-it-matter-performance-wise-if-there-is-an-else-after-the-first-return,Does it matter performance wise if there is an `else` after the first `return`?,,,,
1669,"['c#', 'aes']","{'account_id': 1121060, 'reputation': 2910, 'user_id': 1109363, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/PP0zv.jpg?s=256&g=1', 'display_name': 'coffeeak', 'link': 'https://stackoverflow.com/users/1109363/coffeeak'}",True,905,,13916901.0,3,2,1422033276,1355754365,1422033276.0,13915985,CC BY-SA 3.0,https://stackoverflow.com/questions/13915985/aes-key-management-advice,AES Key Management advice,,,,
1670,"['c#', 'mysql']","{'account_id': 353568, 'reputation': 5494, 'user_id': 691345, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/ac6ecf760832479903299613d0309189?s=256&d=identicon&r=PG', 'display_name': 'Martin Nuc', 'link': 'https://stackoverflow.com/users/691345/martin-nuc'}",True,4556,,13709595.0,4,5,1422013134,1354290661,,13648523,CC BY-SA 3.0,https://stackoverflow.com/questions/13648523/how-to-import-large-sql-file-using-mysql-exe-through-streamreader-standardinp,How to import large SQL file using mysql.exe through StreamReader -&gt; StandardInput,,,,
