,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date
1236,"['c#', 'asp.net']","{'account_id': 1572156, 'reputation': 149, 'user_id': 1459634, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/a19f6e1eab9ebfac781dc541aa06072e?s=256&d=identicon&r=PG&f=1', 'display_name': 'laspalmos', 'link': 'https://stackoverflow.com/users/1459634/laspalmos'}",True,29519,2,5,1474895199,1341937232,1341937352.0,11417640,CC BY-SA 3.0,https://stackoverflow.com/questions/11417640/how-i-can-obtain-client-hostname-local-computer-name-and-user-name-in-c-and-as,"How I can obtain client hostname, local computer name and user name in c# and asp.net",11417698.0,,,,
1237,"['c#', 'sql-server-2005']","{'account_id': 1628349, 'reputation': 1, 'user_id': 1503374, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8e3e9264c7d6f51a52e8f0a2c7c377c?s=256&d=identicon&r=PG', 'display_name': 'chandni', 'link': 'https://stackoverflow.com/users/1503374/chandni'}",False,966,1,-4,1474882159,1341987938,1341995727.0,11426740,CC BY-SA 3.0,https://stackoverflow.com/questions/11426740/stuck-at-storing-math-s-equation-in-database,stuck at storing math’s equation in database,,,,,
1238,"['c#', 'visual-studio', 'silverlight', 'visual-studio-2012', 'silverlight-5.0']","{'account_id': 764902, 'reputation': 20677, 'user_id': 782719, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/f787694514fd8e693b803dd09e08891c?s=256&d=identicon&r=PG&f=1', 'display_name': 'GETah', 'link': 'https://stackoverflow.com/users/782719/getah'}",True,8382,1,1,1474564980,1342815507,1474564980.0,11586409,CC BY-SA 3.0,https://stackoverflow.com/questions/11586409/silverlight-for-visual-studio-2012,Silverlight for Visual Studio 2012,11586455.0,,,,
1239,"['c#', '.net', 'reflection', 'casting', 'implicit-conversion']","{'account_id': 1480636, 'reputation': 2419, 'user_id': 1390123, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/687f5ae1e93f29adef65548e9f7346ec?s=256&d=identicon&r=PG', 'display_name': 'Dio F', 'link': 'https://stackoverflow.com/users/1390123/dio-f'}",True,5565,3,23,1474359879,1342622675,1474359879.0,11544056,CC BY-SA 3.0,https://stackoverflow.com/questions/11544056/how-to-cast-implicitly-on-a-reflected-method-call,How to cast implicitly on a reflected method call,11544994.0,,,,
1240,"['c#', 'sql-server-2008', 'ssis']","{'account_id': 417993, 'reputation': 926, 'user_id': 794305, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6af0928b7886b59ada607c337f2fba13?s=256&d=identicon&r=PG', 'display_name': 'HashCoder', 'link': 'https://stackoverflow.com/users/794305/hashcoder'}",True,38959,2,8,1474282544,1343041020,,11611165,CC BY-SA 3.0,https://stackoverflow.com/questions/11611165/add-third-party-dll-reference-in-ssis-script-component,Add third party dll reference in ssis script component,11614009.0,,,,
1241,"['c#', 'asp.net']","{'user_type': 'does_not_exist', 'display_name': 'user1487669'}",True,12157,4,1,1474279878,1341308018,,11308152,CC BY-SA 3.0,https://stackoverflow.com/questions/11308152/adding-values-to-the-dropdownlist-via-loop-in-asp-net,adding values to the dropdownlist via loop in asp.net,11308205.0,,,,
1242,"['c#', 'xaml', 'data-binding', 'windows-8', 'windows-runtime']","{'account_id': 1411129, 'reputation': 867, 'user_id': 1337683, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d53e014e53fd6a3abef6c3c50ad6deb4?s=256&d=identicon&r=PG', 'display_name': 'migreva', 'link': 'https://stackoverflow.com/users/1337683/migreva'}",True,4160,2,1,1474266159,1343328018,1343431808.0,11675907,CC BY-SA 3.0,https://stackoverflow.com/questions/11675907/twoway-binding-not-updating-target-metro-app,TwoWay Binding Not Updating Target - Metro App,11688611.0,,,,
1243,"['c#', 'connect', 'wireless', 'disconnect']","{'user_type': 'does_not_exist', 'display_name': 'user1493328'}",True,21182,1,4,1474140357,1341304621,1341305765.0,11307286,CC BY-SA 3.0,https://stackoverflow.com/questions/11307286/display-connect-and-disconnect-wireless-networks,"Display, Connect and Disconnect Wireless Networks",11307583.0,,,,
1244,"['c#', 'android', 'xamarin.android', 'aapt']","{'account_id': 20388, 'reputation': 26175, 'user_id': 48700, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/29f7fb03af5c354d6098f0300114056b?s=256&d=identicon&r=PG', 'display_name': 'patridge', 'link': 'https://stackoverflow.com/users/48700/patridge'}",True,20474,9,41,1474123119,1342037750,,11440741,CC BY-SA 3.0,https://stackoverflow.com/questions/11440741/aapt-exe-exited-with-code-1-when-building-mono-for-android-project,&quot;aapt.exe&quot; exited with code 1 when building Mono for Android project,11440742.0,,,,
1245,"['c#', 'asp.net', 'thread-safety']","{'account_id': 47910, 'reputation': 3729, 'user_id': 142129, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/991415bbb495fd7d1dcf22d037c12ef5?s=256&d=identicon&r=PG', 'display_name': 'Kendrick', 'link': 'https://stackoverflow.com/users/142129/kendrick'}",True,2598,2,9,1473983206,1343065234,1343137725.0,11617616,CC BY-SA 3.0,https://stackoverflow.com/questions/11617616/creating-dynamic-locks-at-runtime-in-asp-net,Creating Dynamic Locks at Runtime in ASP.NET,11635821.0,,,,
1246,"['c#', 'asp.net', 'download', 'httphandler', 'ashx']","{'account_id': 227859, 'reputation': 6068, 'user_id': 489779, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/81cbfef1f8e474f8fb2dbda30311c5ff?s=256&d=identicon&r=PG', 'display_name': 'Mahesh KP', 'link': 'https://stackoverflow.com/users/489779/mahesh-kp'}",True,2198,3,2,1473863802,1341200575,1341292654.0,11287551,CC BY-SA 3.0,https://stackoverflow.com/questions/11287551/how-to-identify-whether-a-download-is-completed-using-an-ashx-handler,How to identify whether a download is completed using an ashx handler,,,,,
1247,"['c#', 'connection-pooling', 'elasticsearch', 'nest']","{'account_id': 222403, 'reputation': 236, 'user_id': 480970, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f192c76b541d4a17a32897fc7b0781a1?s=256&d=identicon&r=PG', 'display_name': 'Chris Case', 'link': 'https://stackoverflow.com/users/480970/chris-case'}",True,6252,1,4,1473811449,1341431235,1352183659.0,11334717,CC BY-SA 3.0,https://stackoverflow.com/questions/11334717/connection-pooling-with-nest-elasticsearch-library,Connection Pooling with NEST ElasticSearch Library,11335211.0,,,,
1248,"['c#', '.net', 'xml', 'configuration', 'configurationmanager']","{'account_id': 1625116, 'reputation': 1571, 'user_id': 1500828, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/2c0308c427076a9e101df2963b81ae64?s=256&d=identicon&r=PG', 'display_name': 'miri', 'link': 'https://stackoverflow.com/users/1500828/miri'}",True,2290,3,1,1473761756,1342000394,,11430004,CC BY-SA 3.0,https://stackoverflow.com/questions/11430004/using-configurationmanager-cannot-read-config,Using ConfigurationManager cannot read config,11430158.0,,,,
1249,"['c#', 'delphi', 'interface']","{'account_id': 175305, 'reputation': 1775, 'user_id': 405230, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1e2404641f6e5c48dcf24739f8616651?s=256&d=identicon&r=PG', 'display_name': 'There is no spoon', 'link': 'https://stackoverflow.com/users/405230/there-is-no-spoon'}",True,1018,5,8,1473664748,1341485784,1341492876.0,11342909,CC BY-SA 3.0,https://stackoverflow.com/questions/11342909/interface-delegation-in-c,Interface Delegation in C#,11343047.0,,,,
1250,"['c#', '.net']","{'account_id': 410591, 'reputation': 881, 'user_id': 782510, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6e0cbc122542ddbd79ecf5cf0759b44d?s=256&d=identicon&r=PG', 'display_name': 'Deepanjan Nag', 'link': 'https://stackoverflow.com/users/782510/deepanjan-nag'}",True,138,1,1,1473486857,1342914602,1473486857.0,11596702,CC BY-SA 3.0,https://stackoverflow.com/questions/11596702/console-rpogram-and-assembly-reference,Console rPogram and Assembly reference,11596828.0,,,,
1251,"['c#', '.net', 'winapi', 'selenium', 'guid']","{'account_id': 421006, 'reputation': 1285, 'user_id': 799007, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/283679ae489887977a264ee19ee6e389?s=256&d=identicon&r=PG', 'display_name': 'kseen', 'link': 'https://stackoverflow.com/users/799007/kseen'}",True,11510,3,10,1473411494,1342540255,1342773624.0,11526260,CC BY-SA 3.0,https://stackoverflow.com/questions/11526260/get-window-handle-intptr-from-selenium-webdrivers-current-window-guid,Get Window handle (IntPtr) from Selenium webdriver&#39;s current window GUID,,,,,
1252,"['c#', 'asp.net-mvc-3', 'razor', 'entity']","{'account_id': 262731, 'reputation': 13883, 'user_id': 547794, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/0ed3f58574eddf1a41112d7a6935df09?s=256&d=identicon&r=PG', 'display_name': 'user547794', 'link': 'https://stackoverflow.com/users/547794/user547794'}",True,32561,8,14,1473275865,1343159002,1343159940.0,11638191,CC BY-SA 3.0,https://stackoverflow.com/questions/11638191/adding-name-attribute-to-checkboxfor,adding &quot;name&quot; attribute to CheckBoxFor,11638538.0,,,,
1253,"['c#', 'performance', 'upload', 'webclient']","{'account_id': 1300222, 'reputation': 81, 'user_id': 1250309, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/093029ee5586e08c42745c409f944b3e?s=256&d=identicon&r=PG', 'display_name': 'Miz', 'link': 'https://stackoverflow.com/users/1250309/miz'}",True,1579,1,1,1473134470,1343644763,,11719804,CC BY-SA 3.0,https://stackoverflow.com/questions/11719804/c-webclient-upload-speeds,C# WebClient upload speeds,12775139.0,,,,
1254,"['c#', '.net', 'architecture']","{'account_id': 1274719, 'reputation': 196, 'user_id': 1230200, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/5e93f32b7808cfcd20be36259846ecad?s=256&d=identicon&r=PG', 'display_name': 'Emmanuel Chaffraix', 'link': 'https://stackoverflow.com/users/1230200/emmanuel-chaffraix'}",True,178,1,0,1473116054,1341851138,1342171608.0,11399215,CC BY-SA 3.0,https://stackoverflow.com/questions/11399215/up-to-date-net-performance-checklists,Up-to-Date .NET Performance checklists,11399353.0,,,,
1255,"['c#', 'collections', 'foreach']","{'account_id': 1035027, 'reputation': 24470, 'user_id': 1042555, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/93ad97cd6d264067b56ee1e08fa0b73d?s=256&d=identicon&r=PG', 'display_name': 'Superbest', 'link': 'https://stackoverflow.com/users/1042555/superbest'}",True,13748,4,16,1473099765,1343353005,1343353951.0,11680347,CC BY-SA 3.0,https://stackoverflow.com/questions/11680347/c-foreach-loop-is-order-stability-guaranteed,C# foreach loop - is order *stability* guaranteed?,11680665.0,,,,
1256,"['c#', '.net', 'regex']","{'account_id': 472042, 'reputation': 2617, 'user_id': 880259, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/q72Sn.png?s=256&g=1', 'display_name': 'Naresh', 'link': 'https://stackoverflow.com/users/880259/naresh'}",True,998,3,-1,1473093610,1343381765,1473093568.0,11685153,CC BY-SA 3.0,https://stackoverflow.com/questions/11685153/regular-expression-to-extract-characters-in-between-other-characters,Regular expression to extract characters in between other characters,11685268.0,,,,
1257,"['c#', 'c#-4.0', 'xsd']","{'account_id': 320260, 'reputation': 2246, 'user_id': 638443, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/5c78e475cc7da168f8344fb733916647?s=256&d=identicon&r=PG', 'display_name': 'Jyina', 'link': 'https://stackoverflow.com/users/638443/jyina'}",True,36780,3,12,1472808720,1342731823,1342743037.0,11569264,CC BY-SA 3.0,https://stackoverflow.com/questions/11569264/how-to-parse-an-xsd-to-get-the-information-from-xsdsimpletype-elements-using,How to parse an XSD to get the information from &lt;xsd:simpleType&gt; elements using C#?,11570979.0,,,,
1258,"['c#', '.net', 'sql', 'linq', 'datatable']","{'account_id': 1249886, 'reputation': 656, 'user_id': 1210502, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/7f156e5c868580b47b05fe26ecb78eaa?s=256&d=identicon&r=PG', 'display_name': 'palak mehta', 'link': 'https://stackoverflow.com/users/1210502/palak-mehta'}",True,2375,7,7,1472773918,1342769476,1342770778.0,11574836,CC BY-SA 3.0,https://stackoverflow.com/questions/11574836/check-if-a-table-contains-overlapping-timespans,Check if a table contains overlapping timespans,11575293.0,,,,
1259,"['c#', 'wpf', 'file', 'sorting']","{'account_id': 204428, 'reputation': 1091, 'user_id': 452640, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/eba4276124807d1dfc4175b2a453d4d3?s=256&d=identicon&r=PG', 'display_name': 'dinbrca', 'link': 'https://stackoverflow.com/users/452640/dinbrca'}",True,3885,3,7,1472763496,1343603184,1495541620.0,11713737,CC BY-SA 3.0,https://stackoverflow.com/questions/11713737/sorting-directory-files-and-getting-the-highest-file-name,Sorting directory files and getting the highest file name,11713759.0,,,,
1260,"['c#', 'asp.net', 'session', 'asynchronous', 'begininvoke']","{'account_id': 45153, 'reputation': 2396, 'user_id': 132985, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f3bb59f8ec7aed04cdebb105d2a08dee?s=256&d=identicon&r=PG', 'display_name': 'Broken Link', 'link': 'https://stackoverflow.com/users/132985/broken-link'}",False,1315,2,1,1472737878,1342304300,,11487805,CC BY-SA 3.0,https://stackoverflow.com/questions/11487805/to-invoke-a-method-asynchronously-by-using-begininvoke-and-save-the-result-in-se,To invoke a method asynchronously by using BeginInvoke and save the result in Session state,,,,,
1261,"['c#', 'asp.net', 'charts', 'web']","{'account_id': 1538105, 'reputation': 737, 'user_id': 1433519, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/4376d085b7941ffdde5581278c838a6e?s=256&d=identicon&r=PG', 'display_name': 'TBogdan', 'link': 'https://stackoverflow.com/users/1433519/tbogdan'}",True,5307,3,0,1472295809,1342091571,,11450593,CC BY-SA 3.0,https://stackoverflow.com/questions/11450593/asp-net-chart-control-issue-background-not-transparent,"ASP.NET chart control issue, background not transparent",,,,,
1262,"['c#', 'nunit', 'testcasesource']","{'account_id': 1703577, 'reputation': 231, 'user_id': 1563113, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd4e8ac8beff3b6f677973d1046ac381?s=256&d=identicon&r=PG', 'display_name': 'DanB', 'link': 'https://stackoverflow.com/users/1563113/danb'}",True,8906,3,23,1472212561,1343656073,1365481239.0,11722888,CC BY-SA 3.0,https://stackoverflow.com/questions/11722888/nunit-testcasesource,NUnit TestCaseSource,,,,,
1263,"['c#', 'encryption', 'cryptography']","{'account_id': 785113, 'reputation': 23, 'user_id': 856294, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcac8520e0c34dfbd3f8abdceb5473ef?s=256&d=identicon&r=PG', 'display_name': 'MPD', 'link': 'https://stackoverflow.com/users/856294/mpd'}",True,2567,2,1,1472151451,1341591158,1341591712.0,11365934,CC BY-SA 3.0,https://stackoverflow.com/questions/11365934/c-desktop-aplication-throws-a-cryptographic-exception-in-the-run-time,C# desktop aplication throws a Cryptographic Exception in the run time,11441424.0,,,,
1264,"['c#', '.net', 'asp.net-web-api']","{'account_id': 1508258, 'reputation': 1018, 'user_id': 1411099, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/3367cdc6e469cb056cc6721d96307017?s=256&d=identicon&r=PG', 'display_name': 'Jordan Crittenden', 'link': 'https://stackoverflow.com/users/1411099/jordan-crittenden'}",True,40867,2,41,1472116387,1342492834,1495540025.0,11515319,CC BY-SA 3.0,https://stackoverflow.com/questions/11515319/frombody-not-binding-string-parameter,FromBody not binding string parameter,11517468.0,,,,
1265,"['c#', 'scanning', 'twain']","{'account_id': 1475755, 'reputation': 2647, 'user_id': 1386158, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d960e69a021faccbbf917f75c47ea6d2?s=256&d=identicon&r=PG', 'display_name': 'Asif', 'link': 'https://stackoverflow.com/users/1386158/asif'}",True,5462,5,2,1472049434,1343277561,1343278285.0,11662418,CC BY-SA 3.0,https://stackoverflow.com/questions/11662418/net-scanning-api-for-64bit-machine,.NET Scanning API for 64bit machine,20559430.0,,,,
1266,"['c#', '.net', 'asp.net-mvc-3']","{'account_id': 427613, 'reputation': 994, 'user_id': 809468, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/3hOtJ.jpg?s=256&g=1', 'display_name': 'Bazinga', 'link': 'https://stackoverflow.com/users/809468/bazinga'}",True,115,3,0,1471825807,1343405489,1471825807.0,11691661,CC BY-SA 3.0,https://stackoverflow.com/questions/11691661/why-am-i-receiving-this-exception,Why am I receiving this exception?,11691686.0,,,,
1267,"['c#', 'asp.net', 'telerik', 'radtextbox']","{'account_id': 365527, 'reputation': 10881, 'user_id': 710502, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7bce30b34837e805a3fe5fde003ad38a?s=256&d=identicon&r=PG', 'display_name': 'user710502', 'link': 'https://stackoverflow.com/users/710502/user710502'}",True,737,2,0,1471726695,1342482077,,11514160,CC BY-SA 3.0,https://stackoverflow.com/questions/11514160/radtextbox-validate-url,radtextbox validate url,11514488.0,,,,
